station_a,station_b,num_trains
LDX,JMPT,30
JMPT,KNRT,30
KNRT,GMDA,30
GMDA,PVPT,30
PVPT,PVP,30
PVP,NSX,30
NSX,SNM,30
SNM,VBL,29
SNM,DNV,1
VBL,DNV,29
VBL,JDB,1
DNV,KMX,30
KMX,GPI,30
GPI,GRBL,30
GRBL,GTLM,30
BKF,GAH,3
GAH,AMO,6
BIO,DHD,99
BIO,ANAS,100
DHD,RET,99
ANAS,MGN,100
MGN,THDR,100
THDR,BJG,100
BJG,PCN,100
PCN,AGR,100
AGR,BMI,100
BMI,BOG,100
BOG,RTI,100
RTI,BILD,100
BILD,MRN,100
CHU,MKM,4
CHU,OGM,8
OGM,COL,8
COL,BEML,8
BKNG,RKY,23
RKY,RBR,23
RBR,GDL,23
GDL,GTT,23
GTT,VRR,23
VRR,NUD,23
GRG,JPV,6
GRG,KDHI,8
JPV,CRE,6
CRE,BUQ,6
BUQ,SOY,18
BUQ,KDHI,12
SOY,SKY,12
SKY,VNK,14
SKY,DRPH,2
VNK,GNS,14
GNS,TPNI,2
GNS,PDE,11
GNS,NDNI,1
TPNI,PDE,3
TPNI,NDNI,1
PDE,NIR,11
PDE,JONR,1
PDE,PNJ,1
NIR,PNJ,9
NIR,JGZ,3
NIR,KLZ,6
NIR,NWA,2
NIR,BTC,1
PNJ,GDU,3
PNJ,NWA,9
PNJ,JONR,1
GDU,CGLA,1
GDU,NWA,2
CGLA,NWA,1
NWA,LTA,14
LTA,CRN,14
CRN,TTW,14
TTW,SMC,14
SMC,DPW,14
DPW,BTC,7
BAND,HEB,34
MDPR,SYQ,28
SYQ,KMBL,28
KMBL,VQD,28
VQD,BHTL,28
BHTL,BPKA,28
BPKA,BHTA,28
BHTA,KRGA,28
KRGA,OKD,28
OKD,GRJA,28
GRJA,DWK,27
DWK,VVA,26
VVA,MTHP,26
MTHP,OKHA,13
BAY,HDD,29
BAY,BYC,29
BAY,OBM,4
HDD,HGI,30
HGI,VP,30
VP,TKBN,30
TKBN,BNL,30
BNL,SNKG,30
SNKG,BLL,30
GZM,MLDT,82
GZM,JMQ,93
MLDT,OMLF,73
MLDT,SGG,2
JMQ,KTJ,93
KTJ,CMX,93
AZ,LCAE,7
AZ,MBB,14
AZ,NLSF,6
AZ,DHPD,4
LCAE,KGLE,7
LCAE,DHPD,5
LCAE,NLSF,5
KGLE,JVT,32
KGLE,DHPD,21
KGLE,NLSF,5
KGLE,KNSN,1
JVT,KNSN,32
KNSN,KTLR,29
KNSN,CWLE,4
KTLR,CWLE,29
CWLE,KZPR,33
KZPR,BZLE,33
BZLE,MIAN,29
BZLE,TYAE,4
MIAN,TYAE,29
TYAE,MHTR,33
MHTR,SALE,33
SALE,JHBN,33
JHBN,GGLE,33
GGLE,SHBL,33
SHBL,NBKH,33
NBKH,KWAE,26
KWAE,KWF,18
KWAE,DHAE,6
KWF,DHAE,18
DHAE,SHBA,24
SHBA,AGAE,24
AGAE,PTAE,24
PTAE,BQY,24
BQY,LKX,24
LKX,MTFA,24
MTFA,PSAE,24
PSAE,BFZ,24
BFZ,VSPR,24
VSPR,NDAE,23
NDAE,SMAE,22
SMAE,DTAE,22
DTAE,BGRA,22
BGRA,ABKA,22
ABKA,GPAE,22
GPAE,BHLA,22
BHLA,SOAE,22
SOAE,BGAE,22
BGAE,JIT,22
JIT,KMAE,22
KMAE,DMLE,22
DMLE,KJU,22
KJU,TBAE,22
TBAE,BSAE,22
JGZ,RAMP,5
RAMP,CID,5
CID,SAKA,5
SAKA,BIV,5
BIV,LMU,5
LMU,MFR,2
KRJR,WZJ,17
KRJR,PMI,1
KRJR,KLNA,1
WZJ,TIA,17
WZJ,KLNA,1
WZJ,JMN,1
TIA,NWD,16
TIA,MZW,1
TIA,GBHA,1
TIA,CTHT,1
NWD,WRS,15
NWD,CTHT,2
NWD,XSAD,1
NWD,BBE,2
WRS,KSC,16
WRS,BBE,3
WRS,SONW,1
WRS,BFX,1
KSC,SHK,17
KSC,BFX,2
KSC,DGNH,1
SHK,SRY,17
SHK,KSMB,1
SHK,EKH,1
SRY,EKH,1
SRY,GSDH,3
TAO,KTD,39
KTD,URMA,39
URMA,BBM,39
BBM,BRMD,39
BRMD,NIM,39
NIM,CNI,39
CNI,MIK,44
CNI,GDBR,5
MIK,KZU,44
KZU,KND,44
KND,BIRP,14
BKN,UMS,23
BKN,LGH,14
BKN,NAL,1
BKN,NPS,2
UMS,PAE,33
PAE,DSO,33
DSO,SPO,33
SPO,NOK,33
NOK,CLO,33
CLO,SBLJ,33
SBLJ,ALAI,33
ALAI,BWS,33
BWS,NGO,33
NGO,MDW,33
MDW,KJW,33
KJW,DSL,33
DSL,MCPE,33
SUT,DUK,24
DUK,DOR,24
DOR,MNKB,24
MNKB,AJIT,24
AJIT,SMR,24
SMR,BMSN,6
SMR,PRU,18
BMSN,RHI,6
RHI,MKSR,6
MKSR,BAWA,6
BAWA,BISH,6
BISH,JOR,6
JOR,JNX,5
JOR,MBGA,1
JNX,MBGA,5
MBGA,BK,6
BK,MON,6
MON,BIPR,6
BIPR,LDM,6
LDM,MBNL,6
MBNL,KOF,6
KOF,MBW,6
MBW,RNV,6
RNV,MSQ,6
MSQ,JARI,5
MSQ,DGQ,1
JARI,DQN,6
JARI,DGQ,1
DQN,RXN,6
RXN,JNZ,6
JNZ,BLDI,5
BLDI,DISA,8
BLDI,DEOR,8
DISA,CDS,8
CDS,CDQ,8
RPHR,DNX,14
DNX,BFN,14
BFN,BXC,14
BXC,DULP,14
DULP,UKN,14
UKN,GJW,14
GJW,PLT,14
PLT,JPS,14
JPS,KUDN,14
KUDN,JHL,14
JHL,GRN,34
JHL,KAGR,15
JHL,HMQ,35
GRN,LHA,35
LHA,GGKR,35
GGKR,CJL,35
CJL,SFM,35
SFM,BZ,35
BZ,SAG,35
SAG,BSS,35
BSS,DUI,34
KDHI,DRPH,2
KLZ,PUE,10
PUE,KWB,10
KWB,BHV,10
BHV,SEY,10
SEY,PED,10
PED,SMSR,10
SMSR,KPDH,10
KPDH,KRBO,10
KRBO,MQQ,10
MQQ,JLY,10
JLY,UIH,10
UIH,CWA,6
CWA,LIG,6
CWA,GNW,8
LIG,BRKH,10
BRKH,ULA,10
ULA,KFP,10
KFP,MPML,10
MPML,BMC,10
BMC,GELA,10
GELA,DVH,10
DVH,RMO,10
RMO,SASR,11
SASR,BDHT,12
BDHT,LDE,12
LDE,PSK,12
PSK,SZH,12
SZH,KLOD,12
KLOD,SONR,12
SONR,MGVK,12
MGVK,TKLB,12
TKLB,PTS,12
PTS,PSX,12
PSX,PQA,12
PQA,KPKD,12
KPKD,KRDH,12
NRDP,VLG,24
VLG,RMNP,24
RMNP,CTYL,24
CTYL,SRMR,24
SRMR,NLDA,24
NLDA,TPPI,24
TPPI,MRGA,24
MRGA,KDRL,24
KDRL,DMCA,24
DMCA,VNUP,24
VNUP,PDGL,24
PDGL,NDKD,24
NDKD,TMLU,28
NDKD,RCA,5
TMLU,PGRL,28
PGRL,BMKD,28
BMKD,REM,28
REM,SAP,28
SAP,GPDE,28
GPDE,PKPU,28
PKPU,LIN,28
LIN,SRPM,28
SRPM,MDPD,28
MDPD,BDPL,28
BDPL,NLPD,28
NLPD,GNT,45
NLPD,PRCA,23
NLPD,VJA,1
GNT,NBR,33
GNT,VJA,17
GNT,MAS,1
NBR,MAG,44
NBR,PDKN,20
HAA,KAWR,43
HAA,ANKL,44
KAWR,AT,42
ANKL,GOK,44
GOK,KT,44
KT,HNA,44
HNA,MANK,44
MANK,MRDW,44
MRDW,CTTP,44
CTTP,BTKL,9
CTTP,BTJL,35
BTKL,BTJL,9
BTJL,SHMI,44
SHMI,BYNR,44
BYNR,BIJR,44
BIJR,SEN,44
SEN,KUDA,44
KUDA,BKJ,44
BKJ,UD,44
UD,PDD,44
PDD,MULK,44
MULK,SL,44
SL,TOK,44
YDK,DOGL,4
DOGL,SKLR,4
SKLR,ALUR,4
KRP,LGL,9
KRP,PRTL,18
PRTL,BQG,18
BQG,SBNM,18
SBNM,JJG,18
JJG,MBB,18
MBB,CSZ,18
MBB,NLSF,15
CSZ,BPC,18
BPC,NBPH,19
NBPH,SGV,20
SGV,BFT,20
BFT,BEB,20
BEB,REJ,20
REJ,SRJN,20
SRJN,PLY,20
PLY,PCX,20
PCX,DEB,20
DEB,SVH,20
SVH,BTY,20
BTY,MGM,20
MGM,DHU,20
DHU,BPD,20
BPD,KNJ,20
KNJ,JKL,20
JKL,BDZ,22
BDZ,THP,22
THP,BIJ,22
BIJ,KLNP,22
KLNP,HBE,2
GOT,SEW,15
SEW,PLS,15
PLS,JLQ,17
PLS,RHN,2
JLQ,RHN,17
RHN,PAQ,15
RHN,ALJ,2
RHN,KPV,2
PAQ,ALJ,12
PAQ,KPV,3
ALJ,KPV,13
KPV,GWS,16
KPV,SKX,5
GWS,PRM,13
GWS,RMR,2
PRM,RMR,6
CPB,MGW,129
MGW,ON,129
ON,PTYR,4
ON,SIC,115
ON,KURO,8
ON,MKHI,2
PTYR,SFPR,2
PTYR,MKHI,2
SFPR,UGU,6
SFPR,BRDV,4
UGU,FTC,6
FTC,BGMU,6
BGMU,GJMB,6
GJMB,MLW,6
MLW,FRH,4
MLW,MAH,2
FRH,MAH,4
MAH,GNTR,6
GNTR,ATKS,4
ATKS,GSGJ,4
KZW,KTF,15
KTF,MASK,15
MASK,MAUR,15
MAUR,KTKL,15
KTKL,SSZ,15
SSZ,MSZ,15
MSZ,NPX,15
NPX,BLZ,15
BLZ,DTW,15
DTW,BRZ,15
BRZ,KAGR,15
HMQ,TUN,36
TUN,KLWN,36
KLWN,DTN,36
DTN,DHY,36
DHY,NRW,36
NRW,GSO,44
NRW,GRZ,7
NRW,KIY,1
GSO,UCA,44
UCA,BZO,44
BSPH,KIU,33
BSPH,JNA,2
BSPH,JJT,3
KIU,JJT,33
JJT,JNA,36
JNA,KZH,38
KZH,KHV,38
KHV,SMF,38
SMF,ROK,38
ROK,ABO,51
ROK,LHLL,18
ABO,KRZ,54
KRZ,ISM,54
ISM,SPZ,54
SPZ,ROHN,54
ROHN,ASE,54
ASE,BGZ,54
BGZ,GHE,54
GHE,MQC,54
MQC,NNO,54
NNO,MGLP,54
RET,JKT,100
JKT,USRA,100
USRA,MAM,100
MAM,LMK,100
LMK,PPD,100
PPD,SAT,100
SAT,CCL,100
CCL,KIZ,100
KIZ,GDA,100
GDA,KRSA,100
GDA,VKG,2
KRSA,DRL,100
DRL,BKRL,100
BKRL,CPN,100
CPN,LAN,100
LAN,SMLA,100
SMLA,AIR,100
AIR,PIO,100
PIO,CYI,100
VRA,CBU,18
CBU,VI,18
VI,PDY,9
NEM,TVC,33
NEM,BRAM,36
TVC,TVP,57
BRAM,NYY,36
NYY,AMVA,36
AMVA,DAVM,36
DAVM,PASA,36
PASA,KZTW,36
KZTW,KZT,36
KZT,PYD,36
PYD,ERL,36
ERL,VRLR,36
VRLR,NJT,36
JKO,RLO,26
RLO,JUR,26
JUR,TU,26
TU,VRN,26
VRN,RLL,26
RLL,KDP,26
KDP,MUM,26
MUM,MOO,26
MOO,KMH,26
KMH,YA,26
YA,YGD,26
YGD,KKM,26
KKM,GPY,26
GPY,KPU,26
KPU,HX,26
HX,KNLP,26
KNLP,BKPT,26
BKPT,VNM,26
VNM,MMPL,26
MMPL,NRE,26
NRE,HAQ,27
HAQ,RJP,28
RJP,PMT,28
PMT,RPL,28
RPL,OBVP,28
OBVP,ANE,28
ANE,KOU,28
KOU,SF,28
SF,MRM,28
TRTR,KFE,80
KFE,MNTT,80
MNTT,KPTM,80
KPTM,PVRD,80
PVRD,VARD,80
VARD,KDTY,80
KDTY,KRPP,80
KRPP,ETM,80
ETM,KFQ,80
KFQ,KTYM,78
KTYM,CGV,78
CGV,CGY,80
CGY,TRVL,80
TRVL,CNGR,80
CNGR,CYN,80
CYN,MVLK,80
MVLK,KYJ,79
KYJ,OCR,117
KYJ,CHPD,41
OCR,KPY,117
KPY,STKT,117
STKT,MQO,117
MQO,PRND,117
IRP,MYY,102
MYY,PVU,102
PVU,KFI,102
KFI,EVA,102
EVA,VAK,102
VAK,AMY,102
AMY,KVU,102
KVU,CRY,102
CRY,PGZ,102
PGZ,MQU,102
MQU,KXP,102
KXP,KZK,102
KZK,VELI,102
VELI,KCVL,93
KCVL,TVP,85
DHE,MFJ,3
DHE,DDNA,2
DHE,KCT,2
MFJ,GNGL,2
MFJ,YDV,2
PDKN,NGNT,6
BVRM,PAGM,17
PAGM,SGKM,17
SGKM,VVM,17
VVM,SVDC,17
SVDC,LKDU,17
LKDU,PKO,17
PKO,NS,8
KKDI,DKO,9
KKDI,KTYR,9
MUD,DXH,12
BYC,KDN,30
KDN,DAJ,30
DAJ,TNGL,30
TNGL,GNR,30
GNR,PKL,30
PKL,KGW,30
KGW,HPT,29
HPT,MRB,28
MRB,HTNL,28
HTNL,GIN,28
GIN,KBL,28
KBL,BNP,28
BNP,BNA,28
BNA,SOQ,28
SOQ,RLP,28
RLP,KGX,28
KGX,GDG,28
GDG,LKT,40
GDG,HBL,17
LKT,NGR,40
NGR,SVHE,40
SVHE,HBS,40
HBS,KUG,40
HDW,KGM,9
HDW,LKU,18
LKU,GUB,5
LKU,HLDD,16
LKU,PBW,2
GUB,BRDT,8
BRDT,BPZ,8
BPZ,SKX,8
BETI,ALV,4
ALV,DOW,4
DOW,BO,4
BO,BCHN,4
BCHN,PTD,2
BCHN,KTNA,2
HMP,SPC,10
HMP,MAHO,11
SPC,STRK,5
SPC,SCC,4
SPC,PSN,1
SPC,RAK,3
MAHO,MINJ,9
MAHO,NERI,2
MINJ,JKH,11
MINJ,NERI,2
JKH,JBG,11
JBG,UCH,11
MLJ,KKAH,59
KKAH,NHN,59
NHN,SAGR,59
SAGR,BCN,59
BCN,KVG,59
KVG,HCP,59
HCP,GANG,59
PHV,DND,26
DND,GRX,26
GRX,SWS,26
SWS,BSE,26
BSE,NBP,26
NBP,JNH,26
JNH,SQN,42
JNH,BYHA,28
JNH,JUA,12
SQN,SAW,42
SAW,MOF,42
MOF,BOY,42
BOY,PRF,40
BOY,KEH,1
PRF,KEH,40
KEH,SWPR,42
SWPR,CHH,42
CHH,LOT,4
MKG,AMS,115
AMS,POF,115
POF,HRN,115
HRN,JTU,115
JTU,KVX,115
KVX,AJ,115
AJ,SIC,115
MZM,BSKR,14
ELL,PKGM,3
PKGM,BZGT,3
BZGT,RTBR,3
RTBR,APU,3
APU,DLCR,2
OLP,IMLI,21
OLP,PRGA,1
IMLI,SLNA,22
IMLI,PRGA,1
SLNA,GRPA,17
SLNA,HPO,4
SLNA,SOPR,1
GRPA,HPO,17
GRPA,SSRH,1
GRPA,SOPR,1
HPO,NWC,21
HPO,BAPN,1
HPO,SSRH,1
NWC,ROA,21
NWC,MABB,1
NWC,BAPN,1
ROA,ARG,21
ROA,NRN,1
ROA,MABB,1
ARG,BGDS,22
ARG,NRN,1
SUBR,ITE,10
ITE,BLP,4
ITE,BWP,6
BLP,JKNI,10
BLP,BWP,6
JKNI,GAW,10
GAW,KPE,10
KPE,TLR,10
TLR,LBW,10
LBW,GIR,10
GIR,PPW,10
PPW,TPB,10
TPB,BNY,10
BNY,PRZ,4
BNY,MHBG,6
PRZ,SOT,4
PRZ,MHBZ,6
PRZ,MHBG,6
SOT,CIH,10
SOT,MHBZ,6
CIH,AHU,10
AHU,NUH,10
NUH,UB,10
UB,BMJ,10
BMJ,LER,10
NGNT,VJA,6
VJA,SJL,26
SJL,AKU,26
CJ,TMLP,13
CJ,CJE,16
CJ,NTT,1
TMLP,TKO,11
CJE,NTT,15
CJE,WJ,1
NTT,WJ,16
WJ,PYV,17
PYV,PALR,17
PALR,VB,17
VB,RDY,17
KTW,SNX,6
BLLI,CNO,43
CNO,AT,43
CAN,CS,72
CS,ETK,80
ETK,DMD,80
DMD,TLY,80
TLY,JGE,80
JGE,MAHE,80
MAHE,MUKE,80
MUKE,NAU,80
NAU,BDJ,80
BDJ,IGL,80
IGL,PYOL,80
PYOL,TKT,80
TKT,VEK,80
VEK,QLD,80
QLD,CMC,80
CMC,ETR,80
ETR,WH,80
WH,VLL,80
VLL,CLT,78
CLT,KUL,79
KUL,FK,82
FK,KN,82
KN,VLI,82
VLI,PGI,82
PGI,TA,82
TA,TIR,82
TIR,TUA,82
TUA,KTU,82
KTU,PEU,82
PEU,PUM,82
PUM,KODN,82
KODN,PTB,82
PTB,KRKD,82
KRKD,SRR,80
SRR,VDKS,9
FBG,LLP,5
FBG,DLZ,10
FBG,BTF,16
FBG,SMH,6
LLP,TB,10
TB,SOU,12
SOU,GEB,12
GEB,PGC,12
NUJ,GVL,8
GVL,KVM,6
GVL,VMD,2
KVM,VMD,6
VMD,PAV,8
PAV,CLU,8
CLU,MTM,4
KLI,DOC,23
DOC,PTA,22
PTA,PTE,21
PTE,DBN,21
DBN,NBA,21
NBA,KKRL,21
KKRL,CTW,21
CTW,KLSX,21
KLSX,DUI,20
DUI,ALL,23
DUI,HMI,31
ALL,SEQ,23
SEQ,BNN,23
BNN,HYA,23
HYA,GUNS,23
GUNS,TAPA,23
TAPA,JHK,23
JHK,PUL,23
PUL,LHM,23
LHM,BCU,23
BCU,BTIC,23
MRLI,RJL,1
ONR,WEL,5
ONR,MTP,1
WEL,AVK,8
AVK,KXT,8
KXT,LOV,8
LOV,UAM,4
RTK,AMDI,1
RGD,SILO,7
SILO,NLD,14
NLD,PQE,14
PQE,TNGI,14
TNGI,BEHS,14
BEHS,SOW,14
SOW,RRE,14
RRE,WENA,14
WENA,HRT,14
SPGL,ARP,21
ARP,RMC,21
RMC,LGO,21
LGO,KHNM,1
LGO,BHDR,20
KHNM,GRMR,21
KHNM,BHDR,20
GRMR,PQN,21
PQN,ARKA,21
ARKA,UCR,21
UCR,MNJR,8
UCR,RCP,21
MNJR,JPD,8
JPD,DMW,8
DMW,LLJ,12
DMW,RDV,6
LLJ,NHF,12
NHF,RRS,10
RRS,BSWA,8
BSWA,TQA,5
BSWA,IDM,3
TQA,BAHP,5
BAHP,BQP,8
BAHP,IDM,3
BQP,TKRP,8
TKRP,ACH,8
ACH,KURO,8
SGPA,SAPT,8
DEA,NSF,4
NSF,SIU,3
NKL,MLYA,2
MLYA,HPL,2
HPL,KKAE,2
KKAE,BAHW,2
BAHW,LOK,2
LOK,TAK,1
DJ,GHUM,10
GHUM,SAD,5
PCK,SV,69
PCK,DDA,72
SV,ZRDE,66
SV,SVC,7
DDA,CW,72
CW,MHRN,71
CW,EKMA,1
MHRN,EKMA,71
EKMA,DDP,72
DDP,KPS,72
CI,KYH,8
BIRD,KHBV,66
BIRD,PNVL,6
KHBV,KARD,66
KARD,JCNR,66
DLX,RDP,5
DLX,KAJ,11
KAJ,BJY,11
BJY,BMGR,11
BMGR,RGJ,11
RGJ,JTK,11
JTK,KAU,11
KAU,DHNA,11
DHNA,BOE,11
BOE,MFA,133
BOE,SUD,119
BOE,SJGM,2
MFA,BWPB,73
MFA,SRI,61
BWPB,AZR,73
AZR,KWE,73
KWE,KDPR,93
KWE,BAHN,2
KWE,MENP,22
KDPR,HCR,71
KDPR,BAHN,2
KDPR,DVJ,36
HCR,MQG,71
MQG,BKRD,71
BKRD,MFZ,71
MFZ,SM,71
SM,SRPU,71
SRPU,KMRJ,71
KMRJ,MBC,71
MBC,EKI,71
EKI,ADF,75
EKI,GZO,8
ADF,OMLF,75
NLSF,DHPD,21
GNW,KUX,15
KUX,PUX,15
PUX,IKR,15
IKR,PCLI,15
PCLI,JNO,14
JNO,HRG,13
HRG,MKDN,13
MKDN,NVG,13
NVG,BQM,13
BQM,BXY,13
BXY,BCRD,13
BCRD,JMV,13
BBDB,BZB,1
BZB,SOLA,1
SOLA,BBR,1
BBR,TALA,1
DLF,RWA,16
RWA,RNX,16
RNX,PRNA,16
PRNA,KUB,16
PRNA,SRSI,3
KUB,GBN,16
GBN,JAG,16
JAG,KSY,16
KSY,ARQ,16
ARQ,ARR,16
ARR,HOD,10
ARR,SMH,6
HOD,SMH,6
HOD,GPE,4
SMH,GPE,6
GPE,DLZ,10
BTF,JBN,8
DTR,SNKX,3
SNKX,SPY,6
SPY,KRX,6
KRX,SIY,6
SIY,CATD,6
CATD,AVP,6
AVP,KDRI,8
AVP,MCF,4
KDRI,BOV,8
BOV,SB04,6
BOV,TBD,1
SB04,TBD,3
BLGT,MKRH,4
MKRH,RMPB,8
RMPB,MLNH,8
MLNH,GRMP,8
GRMP,BNDP,8
BNDP,DLPH,8
DLPH,DOTL,8
DOTL,MANG,8
MANG,GZO,8
SUD,AHL,121
SUD,SJGM,2
AHL,TETA,121
TETA,DLK,121
DLK,SJKL,121
SJKL,KKA,121
KKA,HWR,121
HWR,KNE,120
KNE,PJP,119
PJP,GIL,119
GIL,GEOR,119
GEOR,AUB,119
AUB,DBQ,121
DBQ,MXJ,121
MXJ,TMH,121
TMH,DMZ,121
DMZ,CAT,121
CAT,NJB,121
NJB,RNI,121
RNI,NJP,108
RNI,SGUT,1
RNI,ABFC,1
PLD,CHLK,45
CHLK,DXG,45
DXG,BHNE,45
BHNE,TKHE,45
TKHE,AN,45
AN,BRTK,45
BRTK,PDP,45
PDP,BEW,45
BEW,NDN,45
NDN,HOL,45
HOL,SNK,45
SNK,SNSL,45
SNSL,VKH,45
VKH,DDE,45
DDE,RNL,45
RNL,TISI,45
TISI,CUE,45
CUE,NDB,43
CUE,DWD,2
NDB,DWD,45
DWD,KBH,49
KBH,KHTG,49
KHTG,CPD,49
CPD,KFF,49
KFF,NWU,48
NWU,BBAI,49
BBAI,LKKD,49
LKKD,USD,49
USD,DSD,49
DSD,KKRD,49
KKRD,VYA,49
VYA,KRAI,49
KRAI,MID,59
MID,LTV,59
LTV,MGRL,49
MGRL,TBV,49
TBV,BIY,49
BIY,GGAR,49
GGAR,BGMR,49
BGMR,CHM,49
CHM,NOL,49
KGN,TUNG,3
KGN,MHN,1
TUNG,SAD,5
GG,VTP,5
VTP,SEJ,8
SEJ,MORA,7
SEJ,VLA,1
MORA,VLA,7
VLA,DOK,8
DOK,GS,7
DOK,KTGD,1
GS,KTGD,7
KTGD,AEJ,8
AEJ,LHBK,8
LHBK,LO,7
LHBK,DCK,1
LO,HLB,7
HLB,DIBL,6
HLB,DCK,1
DIBL,RY,6
RY,DCK,6
DCK,TID,7
DCK,BNH,1
TID,BNH,7
BNH,JIL,8
JIL,SAPR,7
HNM,KMA,2
SVB,TAV,8
TAV,CTRD,6
TAV,JBB,6
CTRD,SASG,6
SASG,KANS,6
KANS,STDR,6
STDR,VSW,6
VSW,JTV,6
VSW,JCN,4
JTV,BADR,6
BADR,DARI,6
DARI,CLC,6
CLC,AEP,6
AEP,AE,6
AE,KJV,5
KJV,LAT,8
KJV,CTL,4
LAT,DAS,4
BSSL,PSLI,10
PSLI,BNDI,10
BNDI,MLGH,10
MLGH,SMPA,10
SMPA,SNAR,9
SMPA,BUDI,1
SNAR,BUDI,9
BUDI,THEA,10
BAMA,BR,28
BR,NGLT,28
NGLT,BIQ,28
BIQ,DXK,28
DXK,RBS,28
RBS,AED,28
AED,FTS,28
FTS,SNPR,28
SNPR,KLB,28
KLB,MIQ,28
MIQ,PTLI,28
PTLI,IDH,28
IDH,BCP,34
IDH,AF,55
HDB,JPG,6
JPG,MOP,12
MOP,RQJ,12
RQJ,BLK,84
RQJ,JPE,72
BLK,ABFC,84
ABFC,NJP,79
TKB,RJB,54
DDGA,JNN,26
DDGA,PLJE,6
JNN,PLJE,25
JNN,MHQ,1
PLJE,KTH,35
KTH,SJA,35
SJA,BZS,35
BZS,BZE,35
BZE,KDS,35
AHD,SLGE,23
SLGE,TVL,23
TVL,PDNR,23
TVL,LHN,1
PDNR,LHN,23
LHN,IDR,23
LHN,NBL,1
IDR,CHRG,23
CHRG,NBL,23
NBL,KTK,23
NBL,MNL,1
KTK,MNL,23
MNL,AYB,22
MNL,BJP,2
AYB,BJP,18
BNWC,BMLL,21
BMLL,KHRK,21
KHRK,KLNK,21
KLNK,LHLL,21
PYM,KLPM,10
KLPM,TIP,10
TIP,MVN,10
MVN,TME,9
MVN,TN,1
TME,TN,4
BLND,KUPR,6
KUPR,SCQ,6
SCQ,NAS,6
NAS,HSX,3
KKTA,GIF,10
KKTA,HPLE,2
GIF,HPLE,10
HPLE,TKLE,10
HPLE,DWLE,2
TKLE,SJJ,10
SJJ,DWLE,10
DWLE,PNSA,12
PNSA,BHLE,12
BHLE,TELY,4
BHLE,PJLE,6
BHLE,BAKA,1
TELY,MRHA,4
MRHA,BAKA,2
SMTA,NOQ,70
NOQ,NBS,71
PLA,BLDK,22
BLDK,AJN,22
AJN,FTD,21
HMI,MET,31
MET,KUP,31
KUP,RHW,31
RHW,AHH,31
AHH,QRP,31
QRP,GILL,31
MNS,MHI,3
TKO,AJJ,9
PBM,RMM,9
PBM,MMM,18
MMM,MC,18
MC,PPVL,18
PPVL,UCP,18
UCP,VTV,18
VTV,RMD,18
RMD,SQD,18
SQD,PMK,18
PMK,SUX,18
SUX,MNM,18
MNM,RAGM,10
MNM,MNME,9
RAGM,TPC,10
TPC,TVN,10
TVN,ILA,10
ILA,MES,10
WDJ,BRW,2
BRW,JBW,2
JBW,CWN,2
CWN,MKS,2
MKS,BDBG,2
BDBG,BSGR,4
BSGR,LKW,2
LKW,RRW,2
RRW,CKA,2
CKA,CKLA,2
CKLA,FKA,1
NYT,DNQ,65
DNQ,GRR,65
GRR,SI,8
GRR,MENP,29
GRR,LAV,28
SI,JAU,8
SI,SRI,2
JAU,MENP,8
MENP,SRI,59
KYH,PEE,8
PEE,MEW,8
MEW,SMKR,8
SMKR,MHC,8
MHC,RPV,8
RPV,DWDI,8
DWDI,SQW,8
SQW,MJV,8
MJV,GOPG,8
GOPG,THE,4
CRW,SWNI,6
SWNI,JUP,6
JUP,SURP,6
SURP,SDLP,12
SURP,SDMK,10
SURP,PRSR,1
SDLP,DKWA,10
SDLP,HR,13
DKWA,HYL,10
HYL,DKX,10
DKX,ASLU,8
DKX,SRSL,2
ASLU,CUR,10
ASLU,SRSL,2
CUR,DEP,10
CUR,BUB,5
DEP,JOH,10
JOH,SMNN,3
JOH,MIO,7
SMNN,MIO,3
MIO,RTGH,10
RTGH,PIH,1
RTGH,RJR,4
RTGH,RXW,3
RTGH,SUJH,3
RTGH,LOHA,2
PIH,TLC,3
PIH,LOHA,2
TLC,SUJH,3
SUJH,LAU,4
SUJH,JSH,2
LAU,DIA,4
LAU,BLSD,2
LAU,JSH,2
DIA,KKNA,4
DIA,MBSK,2
DIA,SVO,2
KKNA,CTKT,1
KKNA,KHTU,3
KKNA,PW,2
KKNA,MBSK,2
CTKT,KHTU,3
CTKT,PW,2
KHTU,KRC,3
SIRA,KTRR,12
KTRR,PTRE,12
PTRE,GTM,12
GTM,HAR,12
HAR,DPSR,12
DPSR,JSB,12
JSB,BSZ,12
BSZ,IGTA,12
IGTA,RGU,12
RGU,AKW,12
AKW,ICL,12
ICL,BNDA,12
BNDA,KID,25
BNDA,DWI,27
KID,MTH,24
DWI,KHU,28
KHU,ATE,28
ATE,BUS,28
BUS,BTKP,28
BTKP,SWC,28
SWC,CKTD,27
CKTD,KHOH,26
KHOH,BIP,26
RCP,LMN,23
LMN,DYP,23
DYP,UBN,6
MCV,FRD,28
FRD,KD,28
KD,RJK,28
RJK,JRJ,25
RJK,HZN,1
RJK,CH,1
RJK,SPB,1
JRJ,GTF,22
JRJ,KZS,3
GTF,CH,24
GTF,KZS,3
CH,SSKA,25
CH,MJHL,5
CH,BJ,8
CH,AFR,1
CH,DN,1
SSKA,AFR,25
AFR,PRKE,5
AFR,DUB,21
PRKE,DUB,5
DUB,KEG,11
DUB,AO,15
KEG,RBK,8
KEG,AO,3
