station_a,station_b,num_trains
MMC,MDB,8
MDB,MLH,8
MLH,MMY,8
MMY,TIW,8
TIW,OSN,8
OSN,BKC,8
BKC,SRK,8
SRK,MWT,8
MWT,STSN,8
STSN,PLCJ,8
PLCJ,PLC,6
PLCJ,MBT,1
PLCJ,MKHR,1
PLC,MBT,8
PLC,MAAR,6
MBT,MKHR,9
MKHR,RDRA,10
RDRA,POK,10
POK,AQG,10
AQG,OCH,10
OCH,SBLT,10
SBLT,JCH,10
JCH,THM,10
THM,JSM,5
NAB,TEP,3
NAB,TUD,12
NAB,BMP,12
TEP,BWV,6
BWV,URR,6
URR,BMW,6
BMW,KUHI,6
KUHI,ITR,5
ITR,KRDH,12
GVN,RJY,142
GVN,KVR,146
GVN,KYM,2
RJY,KYM,144
RJY,KVR,2
RJY,TPTY,2
KVR,PSDA,148
PSDA,CU,148
CU,BMGM,148
BMGM,NDD,146
NDD,MRPL,127
NDD,KLDI,21
MRPL,NBM,127
NBM,PTPU,127
PTPU,TDD,127
TDD,BPY,127
BPY,VGT,127
VGT,CEL,127
CEL,KKRM,127
KKRM,PUA,127
PUA,BMD,127
BMD,STPT,127
STPT,DEL,127
DEL,EE,127
EE,PRH,127
PRH,VAT,127
VAT,NZD,127
NZD,VRVL,127
VRVL,TOU,127
TOU,PAVP,127
PAVP,GWM,127
GWM,MBD,127
MBD,GALA,127
LHD,AMW,6
KKG,PGG,6
PGG,KNRG,6
KNRG,MLSU,6
MLSU,NVLN,6
DNE,NDPR,6
SIF,CWI,6
CBE,CBF,96
CBE,PTJ,78
CBE,IGU,1
CBF,PLMD,105
CBF,PTJ,1
CBF,PKM,10
PLMD,SHI,105
SHI,IGU,105
IGU,SUU,130
IGU,PTJ,24
SUU,SNO,130
SNO,VNJ,130
VNJ,TUP,130
TUP,KUY,130
KUY,UKL,130
UKL,VZ,130
VZ,IGR,130
IGR,PY,130
PY,TPM,130
TPM,ED,130
ED,CV,137
ED,CVD,38
ED,PTJ,1
CV,ANU,140
CV,SGE,1
CV,CVD,1
ANU,SGE,140
SGE,MVPM,140
SGE,DC,1
MVPM,DC,140
DC,VRPD,141
VRPD,NEA,140
VRPD,SA,1
NEA,SA,140
SA,MGSJ,144
SA,SAMT,4
SA,VRI,1
SA,OML,1
MGSJ,OML,23
MGSJ,KPPR,124
OML,SMDT,20
OML,MCRD,3
OML,TOS,2
SMDT,KVLR,20
KVLR,TPP,20
TPP,MPC,20
MPC,SZV,20
SZV,DPJ,20
DPJ,PCV,20
PCV,MZU,20
MZU,RYC,20
RYC,KMLM,20
KMLM,HSRA,20
HSRA,AEK,22
AEK,HLE,24
HLE,CRLM,24
CRLM,BLRR,24
BLRR,BYPL,24
BYPL,BNCE,82
BYPL,CSDR,20
BYPL,KJM,77
BYPL,BAND,34
BYPL,YPR,1
BNCE,BNC,82
BNC,SBC,53
SBC,MWM,31
SBC,NYH,33
SBC,KJM,1
CSDR,YNK,30
CSDR,KJM,10
YNK,RNN,69
YNK,KDGH,41
YNK,TLS,4
RNN,DBU,69
DBU,ORH,69
ORH,MKL,69
MKL,TDV,69
TDV,SMWA,69
SMWA,GBD,69
GBD,VWA,69
VWA,HUP,67
VWA,DPE,1
HUP,MLU,69
HUP,DPE,1
HUP,YPR,1
MLU,CPL,70
CPL,PKD,70
PKD,NRYP,26
PKD,MKJ,41
PKD,DMM,3
NRYP,SSPN,25
SSPN,KTCR,25
KTCR,BSPL,26
BSPL,DMM,26
DMM,CCA,74
DMM,NGM,41
DMM,CCI,4
CCA,ZPL,74
ZPL,ATP,73
ZPL,KRNT,1
ATP,GDE,72
ATP,ALPR,1
GDE,KLU,72
KLU,RRJ,42
KLU,KDT,29
KLU,GTL,1
RRJ,GY,42
GY,PLU,52
GY,JKO,26
GY,PDL,17
PLU,NKDO,52
NKDO,TIM,48
NKDO,GTL,4
TIM,GTL,47
GTL,NLA,54
GTL,GPU,27
GTL,BLL,28
GTL,MLGT,29
NLA,MGV,55
MGV,ASP,55
ASP,NRR,55
NRR,AD,55
AD,ESV,55
ESV,KGL,55
KGL,KO,55
KO,EGU,55
EGU,MALM,55
MALM,MTU,55
MTU,MRC,55
MRC,RC,54
RC,YS,52
YS,CK,54
CK,YDLP,54
YDLP,KSN,54
KSN,CGTA,54
CGTA,LGRE,54
LGRE,YG,52
LGRE,TGDE,2
YG,TGDE,50
YG,CSTM,2
TGDE,SPHL,52
SPHL,NW,52
NW,WADI,42
NW,CT,10
WADI,SDB,63
WADI,SUH,29
SDB,MR,64
MR,HQR,64
HQR,GR,61
GR,BBD,61
BBD,SVG,61
SVG,HHD,61
HHD,GUR,61
GUR,GDGN,61
GDGN,KUI,61
KUI,DUD,61
DUD,BOT,61
BOT,NGS,61
NGS,AKOR,61
AKOR,TLT,61
TLT,HG,61
HG,TKWD,85
HG,AHD,23
HG,TVL,1
TKWD,SUR,77
SUR,BALE,65
SUR,DD,1
BALE,PK,73
PK,MVE,73
MVE,MO,73
MO,MKPT,72
MKPT,AAG,73
AAG,WKA,73
WKA,MA,73
MA,WDS,73
WDS,KWV,73
KWV,DHS,79
KWV,CNHL,12
KWV,LAUL,10
DHS,KEM,79
KEM,BLNI,79
BLNI,JEUR,79
JEUR,PPJ,79
PPJ,WSB,79
WSB,PRWD,79
PRWD,JNTR,79
JNTR,BGVN,79
BGVN,MLM,78
MLM,BRB,79
BRB,DD,78
BRB,KSTH,1
DD,PAA,121
DD,MDDG,7
DD,KSTH,59
DD,SGND,1
PAA,KDTN,123
KDTN,KDG,123
KDG,KTT,123
KTT,YT,123
YT,URI,123
URI,LONI,123
LONI,MJBK,123
MJBK,HDP,123
HDP,GPRW,80
HDP,PUNE,32
GPRW,PUNE,64
PUNE,SVJR,90
PUNE,GPR,41
SVJR,KK,105
KK,DAPD,105
DAPD,KSWD,105
KSWD,PMP,105
PMP,CCH,105
CCH,AKRD,105
AKRD,DEHR,105
DEHR,BGW,105
BGW,GRWD,105
GRWD,TGN,105
TGN,VDN,105
VDN,KNHE,105
KNHE,KMST,105
KMST,MVL,105
MVL,LNL,105
LNL,KAD,105
KAD,PDI,105
PDI,KJT,104
KJT,BVS,101
KJT,PNVL,2
BVS,NRL,101
NRL,SHLU,101
SHLU,VGI,101
VGI,BUD,101
BUD,ABH,101
ABH,ULNR,101
ULNR,VLDI,101
MBQ,KLVA,147
YDP,SKNR,6
SKNR,GPBN,6
GPBN,BDHN,3
MV,NID,18
MV,MY,21
MV,KTM,1
NID,ANP,20
ANP,VDL,20
VDL,SY,20
SY,ARS,20
ARS,CLN,20
CLN,VMP,20
VMP,CDM,20
CDM,KII,20
KII,PO,20
PO,PUC,20
PUC,ALP,20
ALP,CQS,20
CQS,CUPJ,20
CUPJ,CUD,20
CUPJ,KJPD,2
CUD,TDPR,20
TDPR,VKP,20
VKP,NPM,20
NPM,MBU,20
MBU,PRT,20
PRT,TUY,20
TUY,SXR,20
SXR,VM,18
REWA,TZR,2
REWA,HNM,1
REWA,KMA,3
TZR,BGHI,2
CLF,JTI,34
JTI,NIQ,34
NIQ,VKR,34
VKR,HRB,34
HRB,PND,34
PND,SBRA,34
SBRA,KOI,34
KOI,BHTK,34
BHTK,KGS,34
KGS,TGQ,34
TGQ,BIG,34
BIG,SLKR,34
SLKR,KGB,34
KGB,KLTR,34
KLTR,GTK,34
GTK,USL,34
USL,BSP,30
MPKT,MCPT,73
MS,MSC,96
MS,RU,1
MSC,NBK,118
NBK,MKK,118
MKK,MBM,118
MBM,SP,118
SP,GDY,118
GDY,STM,117
STM,PZA,113
STM,PV,4
PZA,MN,113
MN,TLM,113
TLM,PV,112
PV,CMP,115
PV,TBMS,1
CMP,TBMS,116
TBMS,TBM,89
TBM,PRGL,87
TBM,UPM,1
CKW,DBRT,6
CKW,LHL,12
LHL,DKM,23
LHL,DBRG,8
LHL,CHB,3
DKM,CHB,23
CHB,PNT,23
CHB,NTSK,3
PNT,NTSK,23
NTSK,TSK,16
NTSK,CGF,28
TSK,MJN,6
CGF,BDT,28
BDT,DJG,28
DJG,NHK,28
NHK,BTZ,28
BTZ,NAM,28
NAM,BFD,28
BFD,BRNR,28
BRNR,SPK,28
SPK,LPTA,28
LPTA,BOJ,28
BOJ,SFR,28
SFR,LXA,28
LXA,MUGN,28
MUGN,SLGR,28
SLGR,NZR,37
SLGR,AGI,1
SLGR,SLX,1
SLGR,SRTN,1
NZR,MZA,38
NZR,SRTN,1
MZA,NMT,38
NMT,AGI,38
AGI,SLX,33
AGI,SRTN,4
SLX,LH,34
LH,NCH,34
NCH,MXN,34
MXN,KQY,34
MXN,CMA,7
KQY,TTB,34
TTB,CFG,34
CFG,KXL,34
KXL,FKG,34
FKG,OTN,38
FKG,GLGT,5
OTN,JMI,38
JMI,BHGN,38
BHGN,BXP,38
BXP,SZR,38
SZR,NJN,38
NJN,CJA,38
CJA,BXJ,38
BXJ,KHKT,38
KHKT,DMV,38
DMV,RXRX,40
RXRX,RXR,42
RXR,DSR,42
DSR,DLDE,42
DLDE,DPU,42
DPU,NLN,42
NLN,LCT,42
LCT,BRLF,42
BRLF,LMG,41
LMG,PKB,42
LMG,MYD,4
PKB,LKG,44
LKG,HWX,44
HWX,LKA,44
LKA,DHRY,44
DHRY,HJI,44
HJI,JGJN,44
JGJN,JMK,44
JMK,KWM,44
KWM,LPN,44
LPN,CPK,44
CPK,TGE,50
CPK,SCE,2
CPK,RAHA,4
TGE,DML,50
DML,AJRE,50
AJRE,JID,50
JID,BRHU,50
BRHU,KKET,50
KKET,TTLA,50
TTLA,DGU,50
DGU,PNB,50
PNB,TKC,50
TKC,PHI,50
PHI,NNGE,50
NNGE,GHY,39
AGTL,JGNR,4
JGNR,JRNA,8
JRNA,TLMR,8
TLMR,MGKM,8
MGKM,ABSA,8
ABSA,JWNR,8
JWNR,SKAP,8
SKAP,MANU,8
MANU,KUGT,8
KUGT,PEC,8
PEC,PASG,8
PASG,DMR,6
DMR,NPU,5
NPU,CBZ,6
CBZ,TBX,6
TBX,CHBN,6
CHBN,KKGT,6
KKGT,PTKD,6
PTKD,KNBR,6
KNBR,BRGM,6
BRGM,KTGM,9
BRGM,ELL,3
KTGM,NLBR,9
NLBR,KXJ,7
KXJ,CGX,6
CGX,BXG,6
BXG,RPB,6
RPB,BPB,6
BPB,BPG,7
BPB,KTX,2
BPB,HLX,6
BPG,PNGM,8
PNGM,KTX,8
KTX,SCA,2
KTX,SCL,1
KTX,ARCL,4
KTX,ALGP,2
SCA,ARCL,2
ARCL,SCL,4
MRJ,JSP,36
MRJ,VRB,46
MRJ,ARAG,5
MRJ,BLWD,1
DUR,IDJ,40
IDJ,KNP,40
KNP,GNJ,40
GNJ,LD,39
ANAH,MKA,133
MKA,MOR,134
MKA,HTZU,1
MOR,KNHP,135
KNHP,MMKB,135
MMKB,PHK,135
PHK,BARH,133
PHK,ATL,2
BARH,ATL,133
BARH,DNR,1
BARH,RJPB,1
ATL,BKP,135
BKP,TKBG,141
BKP,HRT,14
TKBG,KWO,141
KWO,SMBH,143
SMBH,KOO,141
KOO,HDE,141
HDE,FUT,141
FUT,BKG,147
FUT,DNWH,5
FUT,HIL,1
BKG,PNC,147
PNC,GZH,147
GZH,RJPB,144
RJPB,PNBE,133
PNBE,PWS,137
PNBE,PRBZ,21
PNBE,BGS,2
PNBE,SCY,1
PWS,DNR,142
PWS,SCY,3
DNR,NEO,139
NEO,SDE,137
NEO,GNHI,2
SDE,BTA,137
SDE,GNHI,2
SDE,PATL,2
BTA,KWR,139
BTA,PATL,2
KWR,KUA,139
KUA,ARA,136
KUA,JMIR,2
ARA,KRS,132
ARA,UWNR,4
ARA,JMIR,2
ARA,JGWL,2
KRS,BEA,133
KRS,JGWL,2
KRS,KYA,2
BEA,BYN,134
BEA,RNTE,2
BEA,ASJP,1
BYN,RPR,134
BYN,ASJP,1
RPR,TWG,132
RPR,VKDH,1
TWG,DURE,133
TWG,VKDH,1
DURE,BUE,133
BZM,BNAR,59
BZM,SIRA,12
BNAR,RPGU,59
RPGU,PMN,59
PMN,TLNH,59
TLNH,LLR,59
LLR,MLS,59
MLS,PHN,59
PHN,CNH,59
CNH,KPI,59
KPI,ATA,59
ATA,ORAI,59
ORAI,BHUA,59
BHUA,AIT,59
AIT,PRN,59
PRN,ERC,59
ERC,MOTH,59
MOTH,NDK,59
NDK,CGN,59
CGN,PIC,59
PIC,GRM,59
GRM,JHS,55
KJM,WFD,89
KJM,LOGH,1
WFD,DKN,89
DKN,MLO,89
MLO,BFW,89
BFW,TCL,89
TCL,BWT,88
BWT,KSM,83
BWT,BEML,6
KSM,BSM,83
BSM,GDP,81
BSM,KPN,2
GDP,KPN,81
KPN,MAR,79
KPN,PU,4
MAR,PU,74
MAR,SKPT,5
PU,SKPT,78
SKPT,JTJ,65
SKPT,TPT,17
JTJ,KDY,156
JTJ,TPT,106
KDY,VN,157
VN,VGM,157
VGM,AB,157
AB,PCKM,157
PCKM,MPI,157
MPI,VLT,157
VLT,MEH,155
VLT,GYM,2
MEH,GYM,155
GYM,KVN,157
KVN,VJ,155
KVN,LTI,2
VJ,LTI,155
LTI,KPD,157
KPD,BUM,49
KPD,SVUR,113
KPD,VT,8
KPD,RU,6
KPD,YPR,1
BUM,RAM,49
RAM,PYX,49
PYX,SIE,49
SIE,CTO,49
CTO,PTT,50
PTT,PAK,51
PAK,PAM,55
PAK,DCU,4
PAM,KEN,55
KEN,CGI,55
CGI,TPW,55
TPW,TPTY,49
TPTY,RU,64
TPTY,YPD,1
RU,YPD,73
RU,MRM,28
RU,PUDI,23
YPD,RCG,74
RCG,KHT,74
KHT,AKY,74
AKY,YLK,74
YLK,YAL,74
YAL,VKI,74
VKI,NDZ,74
NDZ,VDD,74
VDD,KQA,74
RMV,NDM,29
RMV,STPM,3
NDM,UPL,29
UPL,TGU,25
UPL,TNRU,4
TGU,IDP,29
TGU,TNRU,4
IDP,VPG,29
VPG,DPD,29
DPD,GDV,29
GDV,OTR,27
GDV,NUJ,8
OTR,GUK,28
GUK,PSLP,28
PSLP,PCU,28
PCU,MVP,28
MVP,MDVL,28
MDVL,KKLR,28
KKLR,PLVA,28
PLVA,AKVD,28
AKVD,CKV,28
CKV,UNDI,28
UNDI,BVRT,28
BVRT,VND,23
BVRT,BVRM,23
VND,LKSH,23
LKSH,AVLI,23
AVLI,MCLE,23
MCLE,AL,23
AL,RLG,23
RLG,VPU,23
VPU,TNKU,23
TNKU,STVA,23
STVA,KLDI,23
KYM,KSVM,147
KSVM,DWP,147
DWP,APT,147
APT,BBPM,145
BBPM,BVL,145
BVL,PBD,145
PBD,MPU,145
MPU,GDPT,145
GDPT,SLO,145
SLO,PAP,132
SLO,CCT,12
KJC,KSJF,9
KJC,SRN,16
KSJF,KSJ,1
SRN,SRNK,16
SRNK,MPG,16
MPG,KCO,16
KCO,KCU,16
KCU,BTRI,16
BTRI,UJH,16
UJH,SKW,16
SKW,BEM,16
BEM,GTP,16
GTP,KRTL,16
KRTL,MQP,16
MQP,BMY,16
BMY,RGB,16
RGB,BTG,26
RGB,BRY,15
LD,DEV,43
LD,TGT,19
DEV,NAG,43
NAG,TVG,43
TVG,LWR,43
LWR,KBI,43
KBI,MGD,43
MGD,KRKP,43
KRKP,DWR,43
DWR,NVU,48
NVU,AGL,53
AGL,UNK,53
UNK,UBL,49
CLA,SIN,117
CLA,LTT,85
SIN,MTN,117
MTN,DR,109
DR,PR,99
PR,CRD,99
CRD,CHG,99
CHG,BY,99
BY,SNRD,99
SNRD,MSD,99
MSD,CSTM,50
BGP,SBO,35
BGP,KKTA,7
BGP,NAT,36
BGP,AKN,7
SBO,LMM,11
SBO,GGA,28
LMM,GGA,10
LMM,EKC,1
GGA,EKC,38
EKC,CLG,39
CLG,BKSL,39
BKSL,SVRP,39
SVRP,LKB,8
SVRP,PPT,31
LKB,PPT,8
PPT,AMPL,9
PPT,MZC,30
AMPL,MZC,8
AMPL,KRMA,1
MZC,KRMA,38
KRMA,SBG,36
SBG,SLJ,13
SBG,TLJ,23
SBG,KPTO,1
SLJ,MJP,14
SLJ,KPTO,1
SLJ,TLJ,1
MJP,KPTO,12
MJP,TLJ,2
KPTO,TLJ,13
KPTO,TPH,2
TLJ,KXE,14
TLJ,TPH,25
KXE,TPH,14
TPH,DDX,12
TPH,MRLI,2
TPH,BKLE,29
DDX,BKLE,12
BKLE,BHW,40
BHW,BDAG,29
BHW,GMAN,11
BHW,KLP,2
BDAG,BDBS,61
BDAG,PKR,59
BDAG,GMAN,2
BDAG,TDLE,18
BDBS,TDLE,61
TDLE,NFK,76
TDLE,DGLE,1
TDLE,BQZ,1
NFK,BQZ,26
NFK,CMX,93
BQZ,SXP,27
SXP,DGLE,27
DGLE,BDBP,6
DGLE,NILE,22
BDBP,NILE,6
NILE,SPLE,28
SPLE,AHN,28
AHN,JRLE,28
JRLE,GALE,8
JRLE,LGL,14
JRLE,MGLE,6
GALE,MGLE,8
MGLE,NWMS,27
MGLE,LGL,14
MGLE,MPLE,1
NWMS,MPLE,27
MPLE,MPLR,28
MPLR,PRDG,28
PRDG,ACLE,28
ACLE,AZ,29
ACLE,SDI,4
ACLE,GSGB,2
KOP,VV,19
VV,RKD,38
RKD,HTK,38
HTK,NMGT,38
NMGT,JSP,38
VRB,SLI,45
SLI,MDVR,44
MDVR,NDE,44
NDE,BVQ,44
BVQ,KOV,44
KOV,TKR,44
TKR,BVNR,44
BVNR,SNE,44
SNE,KRD,44
KRD,SIW,43
SIW,MSR,44
MSR,TAZ,43
TAZ,RMP,44
RMP,KRG,44
KRG,STR,43
STR,JSV,43
JSV,PLV,44
PLV,WTR,44
WTR,AKI,44
AKI,SLP,44
SLP,LNN,44
LNN,NIRA,44
NIRA,WLH,44
WLH,DNJ,44
DNJ,JJR,44
JJR,RJW,44
RJW,ABLE,44
ABLE,SHIV,44
SHIV,ALN,44
ALN,FSG,44
FSG,SSV,44
SSV,GPR,44
SZM,DAZ,83
DAZ,NDAZ,83
NDAZ,ANDI,86
ANDI,BHD,85
BHD,KHKN,85
KHKN,HUK,85
HUK,NUR,85
NUR,RDDE,85
RDDE,HNN,85
HNN,SNP,85
SNP,SLKN,85
SLKN,RUG,85
RUG,GNU,85
GNU,BDMJ,85
BDMJ,SMK,85
SMK,DWNA,85
DWNA,PNP,83
PNP,BBDE,86
PNP,ASAN,6
PNP,BNJL,6
PNP,NLH,5
BBDE,KFU,86
KFU,GRA,86
GRA,BZJT,86
BZJT,KUN,84
BZJT,BZK,2
KUN,BZK,84
KUN,RMF,2
KUN,WDM,2
BZK,TRR,86
TRR,NLKR,86
NLKR,AMIN,86
AMIN,KKDE,86
KKDE,DHKR,86
KKDE,TNDE,4
DHKR,DPP,86
DPP,DHMZ,86
DHMZ,SHDM,86
SHDM,MOY,86
MOY,UMB,86
UMB,UBC,149
UMB,DKT,38
UMB,NZM,2
UMB,DSJ,2
UBC,SMU,154
SMU,RPJ,154
RPJ,SBJ,131
RPJ,KLI,23
SBJ,SDY,131
SDY,SIR,131
SIR,GVG,129
SIR,FGSB,6
GVG,KNN,129
KNN,CHA,129
CHA,DOA,129
DOA,SNL,129
SNL,DDL,129
DDL,LDH,128
DDL,LDW,1
LDH,LDW,150
LDH,MG,6
LDH,GILL,25
LDH,ASR,1
LDW,PHR,152
PHR,GRY,148
PHR,NRM,2
PHR,PPB,2
GRY,BTTN,148
BTTN,MLIH,148
MLIH,PGW,148
PGW,CEU,150
PGW,MYE,2
CEU,JRC,150
JRC,JUC,93
JRC,SCPD,73
JRC,BLND,6
JUC,SRX,79
JUC,DAVJ,7
SRX,KRE,79
KRE,HMR,79
HMR,DIW,79
DIW,BEAS,78
DIW,BBKR,1
BEAS,BBKR,78
BEAS,BTI,1
BBKR,BTR,79
BTR,TRA,79
TRA,JNL,79
JNL,MOW,79
MOW,ASR,43
GTU,PRLI,21
GTU,MRTY,22
PRLI,UKH,22
MRTY,PNF,22
PNF,KRPR,22
KRPR,JOA,22
JOA,WDLN,22
WDLN,LTRR,22
LTRR,GANI,10
LTRR,CKX,16
GANI,BANL,10
BANL,LUR,10
LUR,HGL,11
HGL,OSA,12
OSA,NEI,12
NEI,MRX,12
MRX,PCP,12
PCP,TER,12
TER,DKY,12
DKY,KMRD,12
KMRD,YSI,12
YSI,UMD,12
UMD,PJR,12
PJR,KCB,12
KCB,BTW,12
BTW,UPI,12
UPI,SEI,12
SEI,MGO,12
MGO,CNHL,12
LAUL,MLB,10
MLB,AHI,10
AHI,BBV,10
BBV,PVR,8
PVR,BHLI,7
BHLI,BMNI,8
BMNI,SGLA,8
SGLA,WSD,8
WSD,JVA,8
JVA,JTRD,8
JTRD,GLV,8
GLV,DLGN,8
DLGN,LNP,8
LNP,KVK,8
KVK,AGDL,8
AGDL,SGRE,8
SGRE,BLNK,8
BLNK,ARAG,8
ARAG,BLWD,2
MTPR,UHL,4
MTPR,NNGL,8
NNGL,NLDM,7
NLDM,ANSB,8
ANSB,KART,10
KART,BARJ,10
BARJ,GANL,10
GANL,RPAR,10
RPAR,MNPR,10
MNPR,KRLI,10
KRLI,MRND,10
MRND,KRHR,8
MRND,NGWN,6
KRHR,SASN,8
SASN,CDG,7
CDG,GHG,34
CDG,CNDM,21
GHG,DHPR,40
DHPR,LLU,40
LLU,DKT,40
AMM,ATQ,6
AMM,TVR,2
ATQ,KKDI,3
MG,BWZ,10
BWZ,BQH,10
BQH,MLX,10
MLX,CKM,10
CKM,JGN,10
JGN,NNKR,10
NNKR,AJL,10
AJL,PMH,10
PMH,MOGA,10
MOGA,DAU,10
DAU,MSSD,10
MSSD,TWB,10
TWB,SULH,10
SULH,PHS,10
PHS,FZR,4
PHS,DDK,3
JMP,SRB,2
JMP,DRTP,48
JMP,BUP,49
SRB,DRTP,3
DRTP,DRH,56
DRH,MSDN,15
DRH,AHA,41
MSDN,AHA,15
AHA,KJH,55
AHA,UREN,1
KJH,UREN,17
KJH,DNRE,38
UREN,PWBN,4
UREN,DNRE,11
PWBN,DNRE,4
DNRE,RMPR,5
BHC,BUDR,113
BHC,RNTL,111
BUDR,KPLD,115
KPLD,KED,115
KED,MZZ,115
MZZ,DLPT,115
DLPT,BTV,115
BTV,KRIH,115
KRIH,JJKR,114
JJKR,JKPR,112
JKPR,BRMI,112
JKPR,SKND,4
JKPR,JEN,4
BRMI,JEN,112
JEN,NGMP,116
NGMP,HDS,116
HDS,DNM,116
DNM,BRTG,118
BRTG,BYY,118
BYY,SJDR,118
SJDR,KIS,118
KIS,NRG,125
KIS,MACR,9
NRG,KNPR,117
MACR,KNPR,9
KNPR,CTC,126
KNPR,SQQ,16
GMAN,KLP,14
GMAN,PKR,1
KLP,TBB,13
KLP,PKR,3
TBB,PKR,13
PKR,NGF,76
NGF,RJG,75
NGF,BSBR,1
RJG,BSBR,75
BSBR,MRR,76
MRR,CTR,76
CTR,NHT,75
CTR,SDLE,1
NHT,SDLE,81
NHT,TKP,6
SDLE,RPH,78
NCR,VXM,5
VXM,NPB,10
NPB,NGT,10
NGT,APE,12
APE,SKK,12
SKK,KVL,12
KVL,KOQ,12
KOQ,AYM,12
AYM,TVR,12
TVR,KU,12
KU,TMU,12
TMU,KDE,12
KDE,NMJ,12
NMJ,KYV,14
NMJ,MQ,1
KYV,AMT,14
AMT,SMM,14
SMM,KXO,14
KXO,MAV,14
MAV,TJ,14
TJ,ALK,36
TJ,TT,29
TJ,PML,2
ALK,BAL,36
BAL,AYN,34
BAL,SGM,2
AYN,SGM,34
SGM,TOM,36
TOM,TRB,36
TRB,MCJ,36
MCJ,GOC,36
GOC,TPJ,69
GOC,TPTN,44
TPJ,TPE,20
TPJ,PUG,43
TPJ,KRMG,8
TPJ,KLS,2
TPE,TP,24
TP,MTNL,24
MTNL,MKY,24
MKY,JPM,24
JPM,EL,24
EL,PGN,24
PGN,PLI,24
PLI,MUQ,24
MUQ,KLT,24
KLT,TIC,24
TIC,LP,24
LP,MMH,24
MMH,SEV,24
SEV,MYU,24
MYU,MVS,24
MVS,VRQ,24
VRQ,KRR,24
KRR,MPLM,42
KRR,VEI,18
MPLM,PGR,42
PGR,KMD,42
KMD,URL,42
URL,PAS,42
PAS,CVD,42
PTJ,MDKI,107
MDKI,ETMD,107
ETMD,WRA,107
WRA,KJKD,107
KJKD,PGT,107
PGT,PLL,109
PGT,PGTN,2
PLL,MNY,111
MNY,LDY,111
LDY,PLPM,111
PLPM,OTP,111
OTP,MNUR,111
MNUR,VTK,50
MNUR,SRR,61
VTK,MUC,155
VTK,SRR,102
MUC,WKI,155
WKI,MGK,155
OLR,PUK,161
PUK,NYI,161
NYI,IJK,161
IJK,CKI,161
CKI,DINR,161
DINR,KRAN,161
KRAN,KUC,161
KUC,AFK,161
AFK,CWR,161
CWR,AWY,161
AWY,KLMR,161
KLMR,IPL,161
IPL,ERN,161
ERN,TRTR,19
WRC,URK,103
URK,MDH,104
MDH,SLH,104
SLH,BKTH,104
BKTH,TLD,104
TLD,HN,104
HN,BYT,103
HN,NPI,1
BYT,NPI,103
NPI,DGS,104
DGS,BYL,104
BYL,CHBT,104
CHBT,DPH,104
DPH,BSP,94
BSP,GTW,71
UKR,NPRD,8
NPRD,DTL,8
DTL,NGE,8
NGE,BRH,8
BRH,KTO,8
KTO,SPDR,8
SPDR,SJQ,8
SJQ,KJZ,8
KJZ,BSPR,8
BSPR,KLPG,8
KLPG,ABKP,4
JGD,MMD,3
JGD,SAPT,8
JGD,KBSH,8
MMD,KBSH,8
MMD,GRD,5
KIR,SMO,63
KIR,DLF,10
KIR,MNS,3
KIR,NYT,61
KIR,CRR,6
KIR,MIYN,1
KIR,LAV,6
KIR,SI,1
SMO,CRR,17
SMO,BRZR,47
SMO,KUE,5
CRR,KUE,22
CRR,NNA,3
KUE,KTRH,74
KUE,BRZR,47
KTRH,NNA,74
NNA,THB,77
THB,NNR,77
NNR,PSR,77
PSR,MSK,77
MSK,MNE,77
MNE,KGG,99
MNE,BHB,26
KGG,UMNR,79
KGG,OLP,21
UMNR,SKJ,79
SKJ,LKN,79
LKN,DPL,79
DPL,LAK,79
LAK,BGS,80
BGS,TIL,78
UDZ,UMRA,2
UDZ,RPZ,10
UMRA,ZW,2
UMRA,KRCD,2
ZW,JYM,2
ZW,KRCD,2
ZW,PDQ,2
JYM,SZK,4
JYM,PDQ,2
SZK,SES,4
SES,RDD,2
SES,KDLG,2
RDD,DNRP,2
RDD,KDLG,2
RDD,KTOA,2
DNRP,BHWA,4
DNRP,KTOA,2
BHWA,SJS,2
BHWA,JO,2
SJS,VRV,4
SJS,LSD,2
VRV,RGQ,8
RGQ,HMT,4
HMT,HPRD,10
HMT,MHDP,4
HPRD,SNSN,12
SNSN,PRJ,12
PRJ,KIA,12
KIA,TOD,12
TOD,KOY,12
KOY,RKH,12
RKH,JLM,12
JLM,NHM,12
NHM,SAHP,2
NHM,DBO,12
SAHP,MDRA,26
MDRA,NRD,38
MDRA,DBO,12
NRD,SDGM,40
NRD,DBO,2
SDGM,ASV,16
BGLI,LEDO,3
BGLI,MRG,6
MRG,DBY,6
DBY,TII,6
TII,MJN,6
GTW,JRMG,75
JRMG,KTSH,75
KTSH,AKT,75
AKT,KPNA,75
KPNA,NIA,75
NIA,CPH,75
CPH,SGRD,61
CPH,BPRH,14
SGRD,BUA,61
BUA,JDDA,59
BUA,SKT,2
JDDA,SKT,59
SKT,JDI,61
JDI,KHS,61
KHS,ROB,61
ROB,BEF,61
BEF,KDTR,61
KDTR,RIG,59
APDJ,KAMG,22
APDJ,RVK,25
KAMG,JOQ,88
KAMG,SMTA,72
JOQ,SRPB,89
JOQ,SMTA,1
SRPB,GOGH,45
SRPB,CROA,44
GOGH,FKM,45
FKM,KOJ,90
FKM,CROA,44
FKM,SPX,2
KOJ,SLKX,91
