train_number,n_stops,total_distance_km,avg_km_per_stop,n_skip_segments,stations_skipped
15901,550,5595.6,10.2,2,165
16317,502,5507.6,11.0,2,81
16787,458,5457.5,11.9,2,81
16687,482,5424.6,11.3,2,81
12507,551,5422.3,9.9,2,165
16031,365,4569.6,12.6,2,87
12834,297,4491.8,15.2,2,141
12987,247,4312.7,17.5,2,75
19269,354,4210.8,11.9,2,50
13352-Slip,356,4125.9,11.6,2,131
19568,324,4118.7,12.8,2,105
19050,243,4110.7,17.0,2,95
18601,260,4068.5,15.7,0,0
17305,250,4054.3,16.3,2,189
18101,264,4036.3,15.3,0,0
12779,249,4027.7,16.2,2,185
18406,252,4021.0,16.0,3,104
15905,595,4019.1,6.8,0,0
15906,595,4016.0,6.8,0,0
12833,296,3980.0,13.5,2,61
12315,304,3965.1,13.1,2,39
15015,244,3909.6,16.1,3,152
19052,199,3751.1,18.9,3,92
18238,249,3732.2,15.0,2,68
11065,246,3594.4,14.7,2,73
16381,318,3570.1,11.3,2,111
15635,425,3568.2,8.4,0,0
16318,502,3566.5,7.1,0,0
16688,482,3489.1,7.3,0,0
13111,233,3479.2,15.0,2,39
15902,553,3475.3,6.3,0,0
12516,592,3444.3,5.8,0,0
16688-Slip,456,3441.3,7.6,0,0
16318-Slip,456,3441.3,7.6,0,0
12515,592,3440.9,5.8,0,0
12521,481,3320.5,6.9,0,0
12522,481,3315.8,6.9,0,0
15667,362,3269.2,9.1,0,0
12508,552,3241.5,5.9,0,0
15930,493,3231.2,6.6,0,0
15929,492,3225.7,6.6,0,0
12484,445,3171.4,7.1,0,0
12483,445,3163.0,7.1,0,0
18238-Slip,189,3162.6,16.8,2,81
15636,425,3154.3,7.4,0,0
12511,465,3129.9,6.7,0,0
12512,465,3128.2,6.7,0,0
16733,411,3089.5,7.5,0,0
16734,411,3088.6,7.5,0,0
12288,417,3009.9,7.2,0,0
12287,418,3004.7,7.2,0,0
15668,362,2954.6,8.2,0,0
12218,416,2952.2,7.1,0,0
12217,416,2943.9,7.1,0,0
12510,497,2915.1,5.9,0,0
12509,496,2909.4,5.9,0,0
12626,397,2906.5,7.3,0,0
12625,396,2903.9,7.4,0,0
12641,387,2894.5,7.5,0,0
16360,381,2892.5,7.6,0,0
16359,383,2889.1,7.6,0,0
12642,387,2887.0,7.5,0,0
12644,393,2885.4,7.4,0,0
12643,393,2884.5,7.4,0,0
15612,418,2841.3,6.8,0,0
12970,357,2838.1,8.0,0,0
15611,418,2837.7,6.8,0,0
15934,389,2829.0,7.3,0,0
15933,388,2818.4,7.3,0,0
12578,399,2814.7,7.1,0,0
12577,396,2814.4,7.1,0,0
11045,324,2782.0,8.6,0,0
11046,323,2775.8,8.6,0,0
16032,365,2715.1,7.5,0,0
18402,376,2711.4,7.2,0,0
12432,374,2711.1,7.3,0,0
16310,453,2710.9,6.0,0,0
16309,453,2710.8,6.0,0,0
12431,374,2710.2,7.3,0,0
18401,376,2708.1,7.2,0,0
15630,416,2695.4,6.5,0,0
12646,351,2691.7,7.7,0,0
12645,351,2690.9,7.7,0,0
15629,416,2689.5,6.5,0,0
15228,463,2661.5,5.8,0,0
15227,463,2660.3,5.8,0,0
12652,361,2659.1,7.4,0,0
12651,361,2658.6,7.4,0,0
15648,354,2641.9,7.5,0,0
15647,352,2635.9,7.5,0,0
12295,362,2632.4,7.3,0,0
12296,361,2626.7,7.3,0,0
12618,326,2617.8,8.1,0,0
13151,298,2617.5,8.8,0,0
12617,327,2617.0,8.0,0,0
12949,364,2590.0,7.1,0,0
12969,357,2585.4,7.3,0,0
12950,364,2579.9,7.1,0,0
16311,360,2579.5,7.2,0,0
16312,361,2571.1,7.1,0,0
05650,331,2567.5,7.8,0,0
15904,361,2559.7,7.1,0,0
05649,331,2559.4,7.8,0,0
15903,361,2555.7,7.1,0,0
12648,311,2553.1,8.2,0,0
12647,311,2552.6,8.2,0,0
16325,385,2537.8,6.6,0,0
16326,385,2537.2,6.6,0,0
22905,351,2525.1,7.2,0,0
14056,358,2524.1,7.1,0,0
14055,358,2524.0,7.1,0,0
12906-Slip,355,2518.5,7.1,0,0
12283,332,2516.6,7.6,0,0
12284,327,2515.6,7.7,0,0
15610,347,2514.3,7.3,0,0
15609,347,2509.7,7.3,0,0
12629,310,2499.2,8.1,0,0
12630,310,2495.1,8.1,0,0
16323,444,2494.2,5.6,0,0
12937,336,2493.4,7.4,0,0
12659,415,2491.5,6.0,0,0
18508,321,2490.8,7.8,1,2
16324,443,2489.8,5.6,0,0
12660,415,2489.4,6.0,0,0
12781,292,2488.9,8.6,0,0
12905,350,2485.9,7.1,0,0
15646,327,2484.3,7.6,0,0
12938,336,2484.2,7.4,0,0
18507,321,2484.0,7.8,1,2
12782,292,2479.6,8.5,0,0
15645,327,2478.7,7.6,0,0
12906,350,2475.3,7.1,0,0
16351,269,2467.2,9.2,0,0
12235,335,2450.1,7.3,0,0
19567,321,2435.0,7.6,0,0
12978,320,2432.8,7.6,0,0
16327,379,2432.5,6.4,0,0
19270,353,2430.5,6.9,0,0
12977,321,2430.2,7.6,0,0
16328,379,2426.5,6.4,0,0
12666,399,2426.4,6.1,0,0
12236,334,2425.3,7.3,0,0
13351,365,2424.4,6.7,1,1
13352,360,2423.0,6.7,1,1
12665,396,2417.1,6.1,0,0
19107,233,2415.3,10.4,0,0
12540,293,2408.2,8.2,0,0
15632,327,2406.3,7.4,0,0
15631,327,2406.3,7.4,0,0
12688,315,2402.8,7.7,0,0
12539,295,2402.0,8.2,0,0
15716-Slip,280,2402.0,8.6,0,0
15716,278,2401.6,8.7,0,0
22688,312,2400.3,7.7,0,0
12435,339,2397.9,7.1,0,0
12687-Slip,315,2396.3,7.6,0,0
12687,315,2396.3,7.6,0,0
12436,339,2393.4,7.1,0,0
12513,359,2386.2,6.7,0,0
12787,344,2382.8,6.9,0,0
12788,344,2380.5,6.9,0,0
15654,326,2377.1,7.3,0,0
12423,332,2376.7,7.2,0,0
15653,326,2375.6,7.3,0,0
12424,332,2372.2,7.2,0,0
15024,278,2372.1,8.6,0,0
15023,278,2370.4,8.6,0,0
12254,374,2354.8,6.3,0,0
12968,267,2353.9,8.8,0,0
12253,374,2353.1,6.3,0,0
12975,287,2338.4,8.2,0,0
12976,287,2338.3,8.2,0,0
12627,273,2324.9,8.5,0,0
12628,273,2322.2,8.5,0,0
18473,288,2322.2,8.1,1,2
18474,285,2317.7,8.2,1,3
16126,328,2315.5,7.1,0,0
12875,262,2314.4,8.9,0,0
16125,328,2312.9,7.1,0,0
12998,339,2309.7,6.8,0,0
12591,254,2305.9,9.1,0,0
16339,234,2303.7,9.9,0,0
12997,339,2303.4,6.8,0,0
12592,257,2302.8,9.0,0,0
22403,320,2299.6,7.2,0,0
15651,322,2294.8,7.1,0,0
22404,320,2293.0,7.2,0,0
15652,319,2292.9,7.2,0,0
15632-Slip,311,2292.7,7.4,0,0
18189,356,2286.6,6.4,0,0
15016,244,2284.2,9.4,1,16
16333,321,2283.7,7.1,0,0
16334,321,2276.9,7.1,0,0
12213,279,2275.2,8.2,0,0
12389,296,2274.9,7.7,0,0
12214,279,2274.2,8.2,0,0
12430,272,2273.9,8.4,0,0
12429,272,2273.3,8.4,0,0
12390,296,2268.5,7.7,0,0
25631,307,2265.4,7.4,0,0
12670,292,2260.0,7.8,0,0
12669,292,2255.9,7.8,0,0
12707,274,2240.7,8.2,0,0
15046,288,2236.4,7.8,0,0
12708,274,2234.5,8.2,0,0
15045,286,2229.6,7.8,0,0
16335,303,2220.4,7.4,0,0
16336,303,2210.9,7.3,0,0
12993,263,2202.2,8.4,1,10
16209,339,2199.6,6.5,0,0
12754,347,2198.7,6.4,0,0
12994,263,2194.9,8.4,1,10
16210,339,2194.8,6.5,0,0
12753,347,2193.5,6.3,0,0
12494,263,2178.1,8.3,0,0
12493,263,2177.5,8.3,0,0
12650,259,2160.4,8.4,0,0
19710,285,2160.2,7.6,0,0
12649,259,2159.6,8.4,0,0
19709,285,2155.8,7.6,0,0
16337,285,2147.2,7.6,0,0
19260,305,2146.6,7.1,0,0
19259,306,2146.3,7.0,0,0
16613,301,2145.9,7.2,0,0
12514,359,2145.1,6.0,0,0
12321,299,2141.3,7.2,0,0
16338,287,2140.5,7.5,0,0
16614,301,2140.5,7.1,0,0
12322,299,2139.7,7.2,0,0
11449,197,2133.7,10.9,0,0
12742,255,2132.7,8.4,0,0
12741,256,2130.6,8.4,0,0
11078,272,2123.3,7.8,0,0
11077,274,2120.9,7.8,0,0
16531,315,2118.6,6.7,0,0
16532,315,2114.1,6.7,0,0
12621,272,2104.0,7.8,0,0
12615,272,2104.0,7.8,0,0
12616,272,2103.1,7.8,0,0
12622,272,2103.1,7.8,0,0
12316,304,2100.6,6.9,0,0
12967,267,2100.4,7.9,0,0
19040,305,2099.9,6.9,0,0
12612,268,2095.8,7.8,0,0
12434,268,2095.8,7.8,0,0
12270,268,2095.8,7.8,0,0
12433,268,2094.6,7.8,0,0
12611,268,2094.6,7.8,0,0
12269,268,2094.6,7.8,0,0
19039,305,2091.3,6.9,0,0
12843,278,2082.5,7.5,0,0
12844,278,2079.4,7.5,0,0
16533,302,2071.3,6.9,0,0
16534,300,2069.9,6.9,0,0
19053,255,2064.3,8.1,0,0
17038,268,2063.0,7.7,0,0
22815,284,2062.0,7.3,0,0
12780-Slip,250,2061.4,8.3,0,0
22816,284,2058.9,7.3,0,0
18102,261,2058.9,7.9,0,0
17037,268,2058.6,7.7,0,0
12716,255,2055.4,8.1,0,0
12407,156,2053.1,13.2,3,61
12715,255,2051.3,8.1,0,0
13152,301,2045.2,6.8,0,0
12780,249,2044.6,8.2,0,0
16382,318,2041.8,6.4,0,0
11039-Slip,245,2031.2,8.3,0,0
19054,229,2029.9,8.9,0,0
16508,302,2019.6,6.7,0,0
08004,310,2019.2,6.5,0,0
15209,184,2017.3,11.0,1,7
16507,301,2016.9,6.7,0,0
12861,256,2013.2,7.9,0,0
16093,258,2013.1,7.8,0,0
12722-Slip,256,2012.2,7.9,0,0
15018-Slip,243,2011.6,8.3,0,0
12803,256,2011.6,7.9,0,0
18048,308,2011.1,6.6,0,0
16094,257,2011.1,7.9,0,0
12804,256,2010.7,7.9,0,0
18047,308,2008.4,6.5,0,0
12942,272,2007.9,7.4,0,0
12941,272,2005.8,7.4,0,0
12152,282,2005.6,7.1,0,0
12151,282,2004.4,7.1,0,0
12332,304,1994.1,6.6,0,0
12331,304,1990.0,6.6,0,0
12904,269,1987.1,7.4,0,0
11058,269,1981.1,7.4,0,0
18609,252,1978.8,7.9,0,0
19570,261,1978.2,7.6,0,0
12361,274,1977.3,7.2,0,0
07105,244,1977.1,8.1,0,0
17481-Slip,253,1976.9,7.8,0,0
18610,252,1975.5,7.9,0,0
17204,303,1973.4,6.5,0,0
12362,274,1973.1,7.2,0,0
07106,244,1973.1,8.1,0,0
19569,261,1972.3,7.6,0,0
11057,269,1972.0,7.4,0,0
18102-Slip,264,1968.9,7.5,0,0
17203,303,1965.0,6.5,0,0
16352,271,1959.6,7.3,0,0
12664,354,1957.7,5.5,0,0
12663,354,1957.4,5.5,0,0
12129,262,1952.9,7.5,0,0
12221,257,1951.2,7.6,0,0
13007,306,1950.3,6.4,0,0
12478,270,1950.3,7.3,0,0
12222,260,1949.3,7.5,0,0
12130,260,1949.3,7.5,0,0
12477,270,1949.2,7.2,0,0
19602,281,1942.7,6.9,0,0
12475,269,1942.0,7.2,0,0
19601,281,1940.6,6.9,0,0
18237,248,1940.5,7.9,0,0
12476,269,1940.5,7.2,0,0
18405,252,1934.2,7.7,1,2
17230,231,1931.0,8.4,0,0
12380,284,1924.9,6.8,0,0
15715,278,1920.2,6.9,0,0
18477,249,1919.0,7.7,0,0
12379,285,1918.0,6.8,0,0
18478,250,1916.7,7.7,0,0
12472,280,1915.4,6.9,0,0
13050,287,1911.0,6.7,0,0
17006,247,1908.9,7.8,0,0
09022,240,1908.3,8.0,0,0
12471,280,1907.9,6.8,0,0
17005,247,1905.0,7.7,0,0
13049,287,1904.6,6.7,0,0
09021,240,1902.2,8.0,0,0
12864,309,1902.1,6.2,0,0
12863,310,1901.2,6.2,0,0
12860,278,1899.9,6.9,0,0
12810,277,1899.8,6.9,0,0
12870,277,1899.8,6.9,0,0
12262,275,1899.6,6.9,0,0
12869,277,1898.3,6.9,0,0
12859,277,1898.3,6.9,0,0
12261,277,1898.3,6.9,0,0
12809,275,1898.0,6.9,0,0
12246,306,1895.6,6.2,0,0
13006,290,1894.9,6.6,0,0
12172,227,1894.2,8.4,0,0
12245,311,1894.0,6.1,0,0
22308,266,1893.9,7.1,0,0
11034,244,1891.8,7.8,0,0
13005,290,1888.6,6.5,0,0
11033,243,1888.6,7.8,0,0
19166,242,1887.5,7.8,0,0
12496,237,1883.9,8.0,1,5
12102,265,1883.0,7.1,0,0
12486,227,1882.9,8.3,0,0
12485,227,1882.1,8.3,0,0
12101,265,1881.8,7.1,0,0
18030,264,1880.5,7.2,0,0
18029,264,1879.9,7.1,0,0
17479-Slip,261,1879.4,7.2,0,0
12801,273,1879.3,6.9,0,0
12138,262,1879.3,7.2,0,0
19165,237,1879.2,8.0,0,0
08060,255,1879.1,7.4,0,0
12802,273,1874.4,6.9,0,0
12876,263,1871.7,7.1,0,0
22423,262,1869.7,7.2,0,0
12137,262,1869.4,7.2,0,0
11020,299,1868.2,6.3,0,0
11019,299,1864.7,6.3,0,0
22424,262,1864.0,7.1,0,0
12317,243,1861.2,7.7,0,0
16505,263,1860.9,7.1,0,0
12655,260,1860.8,7.2,0,0
15267,248,1860.5,7.5,0,0
12656,260,1859.8,7.2,0,0
19108,233,1859.4,8.0,0,0
12903,269,1855.0,6.9,0,0
12335,245,1852.6,7.6,0,0
18495,311,1850.6,6.0,0,0
16506,263,1850.3,7.1,0,0
12336,246,1849.8,7.6,0,0
16332,277,1848.4,6.7,0,0
15268,248,1848.2,7.5,0,0
16331,277,1847.0,6.7,0,0
12868,286,1845.0,6.5,0,0
18496,315,1844.8,5.9,0,0
12867,286,1839.7,6.5,0,0
12147,223,1839.0,8.3,0,0
12148,223,1835.8,8.3,0,0
12307,263,1832.7,7.0,0,0
12307-Slip,263,1832.7,7.0,0,0
12807,217,1832.2,8.5,0,0
12808,217,1831.3,8.5,0,0
15101,254,1831.0,7.2,0,0
12308,263,1830.4,7.0,0,0
12545,246,1829.8,7.5,0,0
12449,232,1829.1,7.9,0,0
12450,232,1828.1,7.9,0,0
12505,254,1827.2,7.2,0,0
12546,246,1825.8,7.5,0,0
12506,254,1822.6,7.2,0,0
15102,254,1821.8,7.2,0,0
11066,246,1821.4,7.4,0,0
17482,192,1819.8,9.5,0,0
18104,246,1817.1,7.4,0,0
12947,237,1816.4,7.7,0,0
18103,246,1811.1,7.4,0,0
12357,225,1810.9,8.1,0,0
12501,177,1808.1,10.3,0,0
12550,206,1807.5,8.8,0,0
19049,243,1807.2,7.5,0,0
12495,238,1805.2,7.6,0,0
12835,228,1804.0,7.9,0,0
12549,206,1803.6,8.8,0,0
12502,177,1802.5,10.2,0,0
19038,265,1800.3,6.8,0,0
19037,265,1797.1,6.8,0,0
12926,261,1796.7,6.9,0,0
16340,235,1796.0,7.7,0,0
12815,260,1794.6,6.9,0,0
12819,260,1793.5,6.9,0,0
12820,260,1791.4,6.9,0,0
12816,262,1789.8,6.9,0,0
12925,261,1787.0,6.9,0,0
12925-Slip,261,1787.0,6.9,0,0
19048,235,1781.2,7.6,0,0
19047,235,1781.1,7.6,0,0
15707,255,1779.4,7.0,0,0
12890,216,1778.2,8.3,0,0
12791,216,1776.1,8.3,0,0
12792,215,1770.9,8.3,0,0
15708,252,1765.4,7.0,0,0
12408,231,1762.3,7.7,1,15
12590,216,1745.4,8.1,0,0
12589,216,1744.2,8.1,0,0
13112,235,1744.1,7.5,0,0
12325,229,1741.9,7.6,0,0
12573,236,1738.7,7.4,0,0
11060,216,1736.1,8.1,0,0
19306,238,1734.9,7.3,0,0
11062,233,1734.1,7.5,0,0
19305,238,1733.6,7.3,0,0
16501,223,1733.4,7.8,0,0
15269,256,1733.2,6.8,0,0
11061,233,1732.4,7.5,0,0
12948,237,1731.7,7.3,0,0
15270,239,1731.7,7.3,0,0
19024,261,1731.2,6.7,0,0
16502,212,1730.5,8.2,0,0
22811,244,1727.7,7.1,0,0
12281,244,1727.7,7.1,0,0
11059,216,1727.1,8.0,0,0
12574,236,1726.1,7.3,0,0
22812,244,1725.6,7.1,0,0
12282,244,1725.6,7.1,0,0
11037,209,1725.0,8.3,0,0
11038,209,1722.9,8.3,0,0
12145,199,1722.5,8.7,1,9
19023,261,1721.8,6.6,0,0
11044,237,1721.6,7.3,0,0
11043,237,1720.0,7.3,0,0
12312,255,1718.0,6.8,0,0
12171,227,1716.8,7.6,0,0
12149,207,1714.7,8.3,0,0
12146,199,1714.2,8.7,1,9
12311,255,1709.1,6.7,0,0
12203,258,1707.3,6.6,0,0
12150,206,1707.2,8.3,0,0
22823,222,1701.1,7.7,0,0
12204,257,1700.6,6.6,0,0
22824,223,1699.1,7.7,0,0
11056,209,1697.5,8.2,0,0
12572,258,1696.4,6.6,0,0
12571,258,1696.0,6.6,0,0
11055,209,1695.0,8.1,0,0
12879,203,1691.3,8.4,1,10
13308,224,1689.0,7.6,0,0
12880,202,1683.5,8.4,1,10
12836,228,1681.4,7.4,0,0
22846,194,1681.0,8.7,0,0
13307,224,1680.7,7.5,0,0
12318,242,1678.3,7.0,0,0
09716,195,1678.3,8.7,0,0
09715,195,1675.0,8.6,0,0
14649,240,1664.9,7.0,0,0
18631,215,1664.2,7.8,0,0
12988,247,1664.1,6.8,0,0
14650,240,1663.4,7.0,0,0
06501,251,1651.9,6.6,0,0
14673,247,1651.1,6.7,0,0
14674,247,1649.6,6.7,0,0
17480,193,1648.9,8.6,0,0
15018,207,1647.8,8.0,0,0
06502,251,1647.4,6.6,0,0
15017,208,1645.3,7.9,0,0
17610,191,1644.2,8.7,0,0
13201,210,1638.7,7.8,0,0
13202,209,1637.8,7.9,0,0
19020,236,1637.1,7.0,0,0
12541,218,1636.6,7.5,0,0
17609,191,1636.2,8.6,0,0
12474,228,1634.0,7.2,0,0
12542,218,1633.7,7.5,0,0
12358,225,1633.0,7.3,0,0
11016,214,1631.8,7.7,0,0
12719,196,1629.9,8.4,0,0
19019,236,1629.3,6.9,0,0
11015,214,1629.0,7.6,0,0
12473,228,1628.7,7.2,0,0
12582,234,1628.6,7.0,0,0
12141,209,1627.8,7.8,0,0
12142,209,1627.8,7.8,0,0
19051,199,1627.6,8.2,1,11
12841,280,1626.8,5.8,0,0
12839,280,1626.8,5.8,0,0
09221,246,1626.4,6.6,0,0
12842,280,1626.4,5.8,0,0
12840,280,1626.4,5.8,0,0
12581,234,1626.2,7.0,0,0
12720,197,1626.0,8.3,0,0
19565,231,1623.4,7.1,0,0
19566,231,1622.5,7.1,0,0
14083,232,1621.3,7.0,0,0
15098,238,1620.8,6.8,0,0
15097,238,1619.8,6.8,0,0
18632,215,1617.6,7.6,0,0
14084,232,1617.0,7.0,0,0
12756,267,1616.1,6.1,0,0
12755,267,1615.8,6.1,0,0
09222,246,1615.0,6.6,0,0
08043,236,1612.2,6.9,0,0
12812,196,1610.6,8.3,0,0
12889,216,1610.2,7.5,0,0
15941,216,1609.3,7.5,0,0
15942,216,1608.6,7.5,0,0
13483,207,1607.4,7.8,0,0
13010,238,1601.2,6.8,0,0
12723,196,1600.7,8.2,0,0
12724,196,1600.5,8.2,0,0
22926,235,1597.3,6.8,0,0
13009,238,1596.8,6.7,0,0
12722,192,1593.2,8.3,0,0
12721,192,1591.2,8.3,0,0
09735,184,1587.3,8.7,0,0
12564,197,1586.5,8.1,0,0
12563,197,1585.9,8.1,0,0
19168,192,1585.5,8.3,0,0
09736,184,1584.1,8.7,0,0
19167,192,1583.5,8.3,0,0
12437,185,1581.4,8.6,0,0
12285,185,1581.4,8.6,0,0
12438,185,1579.4,8.6,0,0
12286,185,1579.4,8.6,0,0
11072,198,1574.8,8.0,0,0
08055,264,1571.9,6.0,0,0
12326,227,1570.0,6.9,0,0
08056,252,1562.4,6.2,0,0
11071,198,1560.6,7.9,0,0
22856,258,1557.3,6.1,0,0
22845,194,1557.1,8.1,0,0
12328,242,1554.4,6.4,0,0
12409,194,1554.4,8.1,0,0
12252,191,1553.0,8.2,0,0
18645,258,1551.9,6.0,0,0
18646,258,1550.7,6.0,0,0
22855,258,1550.7,6.0,0,0
12410,194,1550.4,8.0,0,0
12327,242,1550.1,6.4,0,0
12251,191,1547.2,8.1,0,0
14314,196,1539.3,7.9,0,0
14604,200,1537.9,7.7,1,6
14603,200,1536.5,7.7,1,6
14313,196,1534.9,7.9,0,0
12174,199,1534.4,7.7,0,0
12173,199,1531.7,7.7,0,0
13413,198,1528.2,7.8,0,0
13040,237,1521.8,6.4,0,0
14312,206,1521.6,7.4,0,0
14311,213,1519.9,7.2,0,0
12523,220,1514.4,6.9,0,0
12920,206,1511.8,7.4,0,0
12303,234,1510.0,6.5,0,0
12305,234,1510.0,6.5,0,0
23010,224,1509.3,6.8,0,0
12524,220,1508.3,6.9,0,0
12306,234,1506.9,6.5,0,0
12304,234,1506.9,6.5,0,0
08569,238,1506.8,6.4,0,0
12919,206,1506.5,7.3,0,0
12369,236,1506.3,6.4,0,0
12370,236,1506.1,6.4,0,0
13009-Slip,224,1504.4,6.7,0,0
11466,198,1504.0,7.6,0,0
09405,215,1502.1,7.0,0,0
09406,215,1501.7,7.0,0,0
11465,196,1500.8,7.7,0,0
17229,231,1500.4,6.5,0,0
12144,190,1499.8,7.9,0,0
12704,244,1498.7,6.2,0,0
12356,216,1498.2,7.0,0,0
22131,177,1497.0,8.5,0,0
12703,244,1495.8,6.2,0,0
12143,190,1493.8,7.9,0,0
22132,177,1493.2,8.5,0,0
12355,216,1492.5,6.9,0,0
59386-Slip,188,1492.2,8.0,0,0
08469,206,1492.2,7.3,0,0
08470,206,1490.0,7.3,0,0
04115,191,1487.9,7.8,0,0
18463,201,1485.9,7.4,0,0
12811,197,1485.9,7.6,0,0
15210,184,1485.7,8.1,1,6
18464,201,1485.3,7.4,0,0
04116,191,1485.1,7.8,0,0
15960,238,1483.0,6.3,0,0
13020,234,1482.0,6.4,0,0
15959,240,1481.3,6.2,0,0
25715,210,1480.5,7.1,0,0
13019,234,1480.3,6.4,0,0
12178,199,1472.0,7.4,0,0
12259,220,1471.4,6.7,0,0
12260,220,1469.2,6.7,0,0
15644,262,1468.7,5.6,0,0
12381,221,1468.3,6.7,0,0
11450,197,1467.3,7.5,0,0
12177,198,1466.7,7.4,0,0
12330,217,1466.6,6.8,0,0
12492,185,1465.8,8.0,0,0
12382,221,1465.2,6.7,0,0
15643,263,1465.1,5.6,0,0
12323,217,1464.6,6.8,0,0
12301,217,1464.6,6.8,0,0
12273,217,1464.6,6.8,0,0
13484,207,1463.7,7.1,0,0
12329,217,1463.4,6.8,0,0
12845,214,1462.6,6.9,0,0
11447,162,1461.9,9.1,2,34
12324,217,1461.6,6.8,0,0
12274,217,1461.6,6.8,0,0
12302,217,1461.6,6.8,0,0
15212,195,1461.5,7.5,1,6
12264,211,1460.5,7.0,0,0
15640,219,1460.3,6.7,0,0
12491,184,1460.3,8.0,0,0
12263,211,1459.5,7.0,0,0
12846,213,1459.0,6.9,0,0
15639,219,1458.3,6.7,0,0
12313,180,1457.3,8.1,0,0
11070,180,1456.9,8.1,0,0
15211,194,1456.1,7.5,1,6
11069,180,1451.4,8.1,0,0
11067-Slip,185,1450.5,7.9,0,0
11093,190,1447.1,7.7,0,0
11094,185,1444.5,7.9,0,0
11068,180,1443.9,8.1,0,0
12750,234,1441.5,6.2,0,0
21068,183,1440.9,7.9,0,0
11014,195,1439.5,7.4,0,0
09051,177,1439.1,8.2,0,0
11013,195,1437.9,7.4,0,0
19224,182,1436.0,7.9,0,0
12104,170,1435.9,8.5,0,0
19223,171,1435.2,8.4,0,0
12103,170,1434.2,8.5,0,0
12441,181,1433.7,8.0,0,0
12215,238,1432.9,6.0,0,0
12216,238,1432.1,6.0,0,0
11067,181,1430.4,7.9,0,0
12442,181,1429.2,7.9,0,0
18310,199,1427.4,7.2,0,0
18309,199,1424.2,7.2,0,0
12166,176,1420.7,8.1,0,0
17017,228,1420.6,6.3,0,0
19603,154,1417.4,9.3,0,0
12319,178,1415.9,8.0,0,0
17018,228,1413.9,6.2,0,0
12405,165,1409.6,8.6,0,0
12202,200,1408.6,7.1,0,0
12201,200,1407.7,7.1,0,0
12165,178,1406.9,7.9,0,0
16346,204,1406.2,6.9,0,0
16345,204,1405.0,6.9,0,0
19321,182,1403.8,7.8,0,0
19322,182,1403.5,7.8,0,0
12406,165,1400.5,8.5,0,0
12168,161,1396.7,8.7,1,11
14265,119,1395.1,11.8,0,0
12897,240,1393.3,5.8,0,0
12911,194,1393.2,7.2,0,0
14322,181,1391.3,7.7,0,0
12898,240,1389.9,5.8,0,0
14321,181,1388.4,7.7,0,0
12912,194,1388.3,7.2,0,0
13414,198,1384.4,7.0,0,0
12533,185,1382.5,7.5,0,0
11106,201,1381.3,6.9,0,0
12534,185,1379.8,7.5,0,0
14003,207,1375.6,6.7,0,0
12851,181,1375.5,7.6,0,0
14004,207,1372.4,6.7,0,0
12852,181,1371.9,7.6,0,0
19263,197,1370.3,7.0,0,0
13026,179,1369.6,7.7,0,0
11105,201,1367.2,6.8,0,0
12108,174,1365.8,7.9,0,0
17481,192,1364.7,7.1,0,0
13025,188,1364.0,7.3,0,0
12107,174,1363.3,7.9,0,0
08568,189,1361.2,7.2,0,0
19264,196,1358.9,7.0,0,0
11463,178,1356.7,7.7,0,0
11464,178,1354.4,7.7,0,0
08567,189,1350.5,7.2,0,0
12951,201,1348.0,6.7,0,0
12952,201,1347.8,6.7,0,0
12487,170,1343.6,8.0,0,0
12954,197,1340.5,6.8,0,0
12953,197,1338.6,6.8,0,0
12488,170,1338.5,7.9,0,0
12910,189,1330.1,7.1,0,0
12908,189,1330.1,7.1,0,0
12909,189,1327.6,7.1,0,0
12907,189,1327.6,7.1,0,0
04011,156,1326.3,8.6,0,0
22602,175,1324.4,7.6,0,0
19314,173,1324.2,7.7,0,0
19313,172,1318.5,7.7,0,0
04012,156,1314.6,8.5,0,0
12825,176,1313.5,7.5,0,0
22601,175,1311.4,7.5,0,0
12826,176,1310.2,7.5,0,0
12817,174,1308.0,7.6,0,0
12314,180,1307.5,7.3,0,0
12818,174,1306.1,7.5,0,0
12176,178,1305.4,7.4,0,0
12175,178,1301.6,7.4,0,0
12877,177,1299.5,7.4,0,0
12453,177,1299.5,7.4,0,0
19326,140,1296.6,9.3,0,0
12454,177,1296.2,7.4,0,0
12878,177,1296.2,7.4,0,0
12396,175,1289.6,7.4,0,0
19325,140,1289.0,9.3,0,0
12395,175,1287.1,7.4,0,0
12162,163,1285.9,7.9,0,0
14005,189,1284.6,6.8,0,0
12167,160,1283.9,8.1,0,0
14006,189,1283.2,6.8,0,0
12944,158,1278.8,8.1,0,0
12161,163,1276.9,7.9,0,0
12943,158,1274.0,8.1,0,0
11040,156,1271.6,8.2,0,0
12320,178,1270.7,7.2,0,0
17205,165,1269.6,7.7,0,0
17206,165,1265.7,7.7,0,0
11039,156,1264.3,8.2,0,0
12439,160,1261.7,7.9,0,0
12873,159,1258.8,8.0,0,0
12440,161,1258.5,7.9,0,0
12874,159,1256.9,8.0,0,0
12849,154,1251.0,8.2,0,0
14265-Slip,101,1250.5,12.5,0,0
12238,176,1248.1,7.1,0,0
12850,154,1247.4,8.2,0,0
12237,176,1244.9,7.1,0,0
12939,181,1244.4,6.9,0,0
12940,181,1244.1,6.9,0,0
12588,180,1239.7,6.9,0,0
11042,202,1239.3,6.2,0,0
