station_a,name_a,state_a,station_b,name_b,state_b,num_trains,distance_km
DAA,DATIA,,SOR,SONAGIR,,155,11.0
SOR,SONAGIR,,KTRA,KOTRA,,155,9.4
KTRA,KOTRA,,DBA,DABRA,,155,9.3
DBA,DABRA,,SMTL,SIMARIATAL,,155,5.3
SMTL,SIMARIATAL,,AEH,ANANT PAITH,,155,4.7
AEH,ANANT PAITH,,ARI,ANTRI,,155,10.2
ARI,ANTRI,,STLI,SITHOULI,,155,12.9
STLI,SITHOULI,,GWL,GWALIOR JN,,151,7.9
GWL,GWALIOR JN,,BLNR,BIRLANAGAR,,159,2.7
GWL,GWALIOR JN,,GHAI,GHATIGAON,Madhya Pradesh,10,31.2
GWL,GWALIOR JN,,PNHR,PANIHAR,Madhya Pradesh,1,21.2
GWL,GWALIOR JN,,GWO,Gwalior NG,Madhya Pradesh,2,0.0
BLNR,BIRLANAGAR,,RRU,RAYARU,,155,10.1
BLNR,BIRLANAGAR,,BBY,BHADROLI,Madhya Pradesh,8,7.7
RRU,RAYARU,,BAO,BANMOR,,155,6.2
BAO,BANMOR,,NUB,NURABAD,,155,6.0
NUB,NURABAD,,SANK,SANK,,155,3.3
SANK,SANK,,MRA,MORENA,,155,9.6
MRA,MORENA,,SIKD,SIKRODA KWANRI,,155,8.7
SIKD,SIKRODA KWANRI,,HET,HETAMPUR,,155,5.0
HET,HETAMPUR,,DHO,DHAULPUR,,155,10.3
DHO,DHAULPUR,,MIA,MANIA,,155,12.1
DHO,DHAULPUR,,GIS,Garhi Sandra,Rajasthan,2,14.4
MIA,MANIA,,JJ,JAJAU,,155,14.4
JJ,JAJAU,,BHA,BHANDAI,,155,15.3
BHA,BHANDAI,,AGC,AGRA CANTT,,151,10.2
AGC,AGRA CANTT,,RKM,RAJA KI MANDI,,161,4.0
AGC,AGRA CANTT,,IDH,IDGAH AGRA JN,,3,1.8
AGC,AGRA CANTT,,JAB,YAMUNA BRIDGE AGRA,,1,6.0
RKM,RAJA KI MANDI,,BFP,BILOCHPURA AGRA,,152,1.4
RKM,RAJA KI MANDI,,AGA,AGRA CITY,,13,1.9
BFP,BILOCHPURA AGRA,,RNKA,RUNKUTA,,152,9.1
RNKA,RUNKUTA,,KXM,KITHAM,,152,8.7
KXM,KITHAM,,FHT,FARAH TOWN,,152,9.2
FHT,FARAH TOWN,,FAR,FARAH,,152,2.3
FAR,FARAH,,BAD,BAAD,,152,8.7
BTSR,BHUTESHWAR,,VRBD,VRINDABAN ROAD,,196,7.5
BTSR,BHUTESHWAR,,GDO,Goverdhan,Uttar Pradesh,6,20.4
VRBD,VRINDABAN ROAD,,AJH,AJHAI,,196,11.0
AJH,AJHAI,,CHJ,CHATA,,196,10.0
CHJ,CHATA,,KSV,KOSI KALAN,,196,10.2
KSV,KOSI KALAN,,HDL,HODAL,,197,12.2
HDL,HODAL,,SHLK,SHOLAKA,,198,10.1
SHLK,SHOLAKA,,RDE,RUNDHI,,198,10.5
RDE,RUNDHI,,PWL,PALWAL,,198,9.4
PWL,PALWAL,,AST,ASAOTI,,199,11.2
AST,ASAOTI,,BVH,BALLABGARH,,200,10.1
BVH,BALLABGARH,,FDN,FARIDABAD NEW TOWN,,200,3.9
FDN,FARIDABAD NEW TOWN,,FDB,FARIDABAD,,200,3.9
FDB,FARIDABAD,,TKD,TUGLAKABAD,,200,11.2
TKD,TUGLAKABAD,,OKA,OKHLA,,200,6.0
OKA,OKHLA,,NZM,DELHI H NIZAMUDDIN,,149,3.3
OKA,OKHLA,,LPNR,LAJPAT NAGAR,Delhi NCT,4,3.0
OKA,OKHLA,,PGMD,PRAGATI MAIDAN,,1,6.5
NZM,DELHI H NIZAMUDDIN,,PGMD,PRAGATI MAIDAN,,101,3.2
NZM,DELHI H NIZAMUDDIN,,LPNR,LAJPAT NAGAR,Delhi NCT,8,1.3
SCPD,SUCHIPIND,Punjab,DRE,DHOGRI,Punjab,73,6.8
DRE,DHOGRI,Punjab,AWL,ALAWALPUR,Punjab,73,2.6
AWL,ALAWALPUR,Punjab,KKL,KALA BAKRA,Punjab,73,5.7
KKL,KALA BAKRA,Punjab,BPRS,BHOGPUR SIRWAL,Punjab,73,9.2
BPRS,BHOGPUR SIRWAL,Punjab,CGH,CHOLANG,Punjab,73,6.8
CGH,CHOLANG,Punjab,TDO,TANDA URMAR,Punjab,73,6.1
TDO,TANDA URMAR,Punjab,KZX,KHUDDA KORALA,Punjab,73,6.5
KZX,KHUDDA KORALA,Punjab,GSB,GARNA SAHIB,Punjab,73,5.7
GSB,GARNA SAHIB,Punjab,DZA,DASUYA,Punjab,72,3.1
GSB,GARNA SAHIB,Punjab,UCB,UNCHI BASSI,Punjab,1,9.0
DZA,DASUYA,Punjab,UCB,UNCHI BASSI,Punjab,72,6.0
DZA,DASUYA,Punjab,JAT,JAMMU TAWI,Jammu and Kashmir,1,123.8
UCB,UNCHI BASSI,Punjab,MEX,MUKERIAN,Punjab,73,9.5
MEX,MUKERIAN,Punjab,BNGL,BHANGALA,Punjab,73,8.6
BNGL,BHANGALA,Punjab,CKKN,CHAK KALAN,Punjab,73,7.1
CKKN,CHAK KALAN,Punjab,MRTL,MIRTHAL,Punjab,73,3.6
MRTL,MIRTHAL,Punjab,GILA,GHIALA,Punjab,73,5.4
GILA,GHIALA,Punjab,KNDI,KANDRORI,Himachal Pradesh,73,4.3
KNDI,KANDRORI,Himachal Pradesh,CHKB,CHAKKI BANK,Punjab,71,8.9
KNDI,KANDRORI,Himachal Pradesh,BHRL,BHAROLI JUNCTION,Punjab,1,10.8
KNDI,KANDRORI,Himachal Pradesh,PTK,PATHANKOT,Punjab,1,10.0
CHKB,CHAKKI BANK,Punjab,BHRL,BHAROLI JUNCTION,Punjab,71,2.3
BHRL,BHAROLI JUNCTION,Punjab,SJNP,SUJANPUR,Punjab,74,4.6
BHRL,BHAROLI JUNCTION,Punjab,SRM,Sarna,Punjab,16,4.1
BHRL,BHAROLI JUNCTION,Punjab,PTK,PATHANKOT,Punjab,25,2.6
SJNP,SUJANPUR,Punjab,MDPB,MADHOPUR PUNJAB,Punjab,75,5.5
SJNP,SUJANPUR,Punjab,PTK,PATHANKOT,Punjab,1,5.3
MDPB,MADHOPUR PUNJAB,Punjab,KTHU,KATHUA,Jammu and Kashmir,75,5.9
KTHU,KATHUA,Jammu and Kashmir,BDHY,BUDHI,Jammu and Kashmir,75,12.1
BDHY,BUDHI,Jammu and Kashmir,CHNR,CHHAN ARORIAN,Jammu and Kashmir,75,7.3
CHNR,CHHAN ARORIAN,Jammu and Kashmir,CKDL,CHAKDAYALA,Jammu and Kashmir,75,5.4
CKDL,CHAKDAYALA,Jammu and Kashmir,HRNR,HIRA NAGAR,Jammu and Kashmir,75,3.5
HRNR,HIRA NAGAR,Jammu and Kashmir,GHGL,GHAGWAL,Jammu and Kashmir,75,5.5
GHGL,GHAGWAL,Jammu and Kashmir,SMBX,SAMBA,Jammu and Kashmir,75,9.2
SMBX,SAMBA,Jammu and Kashmir,VJPJ,VIJAYPUR JAMMU,Jammu and Kashmir,75,10.5
VJPJ,VIJAYPUR JAMMU,Jammu and Kashmir,BBMN,BARI BRAHMAN,Jammu and Kashmir,75,12.3
BBMN,BARI BRAHMAN,Jammu and Kashmir,JAT,JAMMU TAWI,Jammu and Kashmir,41,8.3
MALA,MALA,Uttar Pradesh,SG,SHAHGARH,Uttar Pradesh,4,12.9
MALA,MALA,Uttar Pradesh,DYU,DIYURI,Uttar Pradesh,8,4.2
MALA,MALA,Uttar Pradesh,SNDY,SANDAI,Uttar Pradesh,8,7.6
SG,SHAHGARH,Uttar Pradesh,SNDY,SANDAI,Uttar Pradesh,8,5.3
SG,SHAHGARH,Uttar Pradesh,PRSP,PRASADPUR,Uttar Pradesh,4,4.0
CCT,KAKINADA TOWN,Andhra Pradesh,COA,Kakinada Port,Andhra Pradesh,4,1.5
KZJ,KAZIPET JN,,PQL,PINDLAI,,97,8.1
PQL,PINDLAI,,GNP,GHANPUR,,97,11.7
GNP,GHANPUR,,RGP,RAGHUNATHPALLI,,97,16.6
RGP,RAGHUNATHPALLI,,ZN,JANGAON,,97,11.2
ZN,JANGAON,,PBP,PEMBARTI,,97,5.5
PBP,PEMBARTI,,ALER,ALER,,97,8.8
ALER,ALER,,WP,WANGAPALLI,,97,10.0
WP,WANGAPALLI,,RAG,RAIGIR,,97,5.6
RAG,RAIGIR,,BG,BHONGIR,,97,5.4
BG,BHONGIR,,PGDP,PAGIDIPALLI,,97,9.4
PGDP,PAGIDIPALLI,,BN,BIBINAGAR,,121,3.2
PGDP,PAGIDIPALLI,,NRDP,NAGIREDDIPALLI,,24,14.4
BN,BIBINAGAR,,GT,GHATKESAR,,121,12.5
GT,GHATKESAR,,CHZ,CHARLAPALLI,,121,7.7
CHZ,CHARLAPALLI,,MLY,MAULA ALI,,110,6.1
NPL,NAGALAPALLE,,SKP,SHANKARPALLI,,57,10.5
SKP,SHANKARPALLI,,RPK,RAVALPALLI KALA,,57,5.1
RPK,RAVALPALLI KALA,,GGD,GULLAGUDA,,57,6.0
GGD,GULLAGUDA,,CTF,CHITGIDDA,,57,7.8
CTF,CHITGIDDA,,VKB,VIKARABAD JN,,55,8.3
VKB,VIKARABAD JN,,SSPD,Sadashivapet Road,Andhra Pradesh,16,16.7
VKB,VIKARABAD JN,,GDQ,GODAMGURA,,41,6.9
SSPD,Sadashivapet Road,Andhra Pradesh,MRF,Marpalli,Andhra Pradesh,16,12.8
MRF,Marpalli,Andhra Pradesh,KOHR,Kohir Deccan,Andhra Pradesh,16,9.5
KOHR,Kohir Deccan,Andhra Pradesh,ZB,Zahirabad,Andhra Pradesh,16,13.0
ZB,Zahirabad,Andhra Pradesh,MTV,Matalkunta,Andhra Pradesh,16,11.5
MTV,Matalkunta,Andhra Pradesh,BIDR,Bidar,Karnataka,16,16.8
BIDR,Bidar,Karnataka,KHNP,Khanapur Deccan,Karnataka,16,14.3
KHNP,Khanapur Deccan,Karnataka,HBU,Halbarga,Karnataka,16,10.3
HBU,Halbarga,Karnataka,BHLK,Bhalki,Karnataka,16,9.9
BHLK,Bhalki,Karnataka,KCP,Kalgupur,Karnataka,16,13.6
KCP,Kalgupur,Karnataka,KMNR,Kamalnagar,Karnataka,16,8.6
KMNR,Kamalnagar,Karnataka,UDGR,Udgir,Maharashtra,16,18.2
UDGR,Udgir,Maharashtra,KTKR,Kumtha Khurd,Maharashtra,16,11.2
KTKR,Kumtha Khurd,Maharashtra,HER,Her,Maharashtra,16,4.0
HER,Her,Maharashtra,AMBR,Ambika Rohina,Maharashtra,16,3.4
AMBR,Ambika Rohina,Maharashtra,CKX,Chakur,Maharashtra,16,8.1
UKH,UKHALI,Maharashtra,VDGN,VADGAON NILA,Maharashtra,24,4.2
VDGN,VADGAON NILA,Maharashtra,GNH,GANGAKHER,Maharashtra,24,13.0
GNH,GANGAKHER,Maharashtra,DNDI,DHONDI,Maharashtra,24,14.9
DNDI,DHONDI,Maharashtra,PKNS,POKHARNI NARASIMHA,Maharashtra,24,1.5
PKNS,POKHARNI NARASIMHA,Maharashtra,SNGR,SANGANAPUR,Maharashtra,24,7.8
SNGR,SANGANAPUR,Maharashtra,PBN,PARBHANI JN,Maharashtra,24,8.6
PBN,PARBHANI JN,Maharashtra,PG,PERGAON,Maharashtra,42,11.4
PBN,PARBHANI JN,Maharashtra,PIZ,PINGLI,Maharashtra,47,9.8
PG,PERGAON,Maharashtra,DAV,DEVALGAON AVCHAR,Maharashtra,42,7.8
DAV,DEVALGAON AVCHAR,Maharashtra,MVO,MANWATH ROAD,Maharashtra,42,8.4
MVO,MANWATH ROAD,Maharashtra,DGPP,DHENGLI PP GOAN,Maharashtra,42,7.0
DGPP,DHENGLI PP GOAN,Maharashtra,SELU,SELU,Maharashtra,42,7.7
SELU,SELU,Maharashtra,SCO,SATUNA,Maharashtra,42,10.3
SCO,SATUNA,Maharashtra,UPR,USMANPUR,Maharashtra,42,8.8
UPR,USMANPUR,Maharashtra,PTU,PARTUR,Maharashtra,42,8.1
PTU,PARTUR,Maharashtra,PDG,PARADGAON,Maharashtra,42,9.1
PDG,PARADGAON,Maharashtra,RNE,RANJANI,Maharashtra,42,4.6
RNE,RANJANI,Maharashtra,KODI,KODI,Maharashtra,42,12.8
KODI,KODI,Maharashtra,SVD,SARWARI,Maharashtra,42,9.2
SVD,SARWARI,Maharashtra,J,JALNA,Maharashtra,42,8.8
J,JALNA,Maharashtra,BDU,BADNAPUR,Maharashtra,42,18.5
BDU,BADNAPUR,Maharashtra,KMV,KARMAD,Maharashtra,42,19.3
KMV,KARMAD,Maharashtra,CTH,CHIKALTHANA,Maharashtra,42,14.2
CTH,CHIKALTHANA,Maharashtra,MKDD,MUKUNDWADI HALT,Maharashtra,42,3.7
MKDD,MUKUNDWADI HALT,Maharashtra,AWB,AURANGABAD,Maharashtra,41,6.0
YL,YEOLA,,KPG,KOPARGAON,,72,15.6
KPG,KOPARGAON,,SNVR,SANVATSAR,,72,6.4
SNVR,SANVATSAR,,KNGN,KANHEGAON,,72,7.4
KNGN,KANHEGAON,,PB,PUNTAMBA,,72,8.1
PB,PUNTAMBA,,CIT,CHITALI,,63,7.9
PB,PUNTAMBA,,SNSI,SAINAGAR SHIRDI,Maharashtra,14,14.9
MKPR,MUKTAPUR,,RBZ,RAMBHADDARPUR,,45,12.4
MKPR,MUKTAPUR,,KSP,KISHANPUR,,13,6.4
RBZ,RAMBHADDARPUR,,HYT,HAIAGHAT,,61,5.0
RBZ,RAMBHADDARPUR,,KSP,KISHANPUR,,16,6.3
HYT,HAIAGHAT,,TLWA,THALWARA,,61,6.1
TLWA,THALWARA,,LSI,LAHERIA SARAI,,61,4.3
LSI,LAHERIA SARAI,,DBG,DARBHANGA JN,,42,5.2
DBG,DARBHANGA JN,,KKHT,KAKARGHATTI,,23,5.0
DBG,DARBHANGA JN,,MHP,MUHAMMADPUR,,6,10.4
KKHT,KAKARGHATTI,,TRS,TARSARAI,,11,6.6
KKHT,KAKARGHATTI,,BJIH,BIJULI HALT,,5,2.8
PDW,PANDAUL,,MBI,MADHUBANI,,24,7.6
PDW,PANDAUL,,UGNA,UGNA HALT,,3,3.4
MBI,MADHUBANI,,RJA,RAJANAGAR,,24,9.7
RJA,RAJANAGAR,,LLPR,LALIT LAKSHMIPR,,24,3.9
LLPR,LALIT LAKSHMIPR,,KJI,KHAJAULI,,24,5.3
KJI,KHAJAULI,,JYG,JAYNAGAR,,11,12.0
KJI,KHAJAULI,,KRHA,KORAHIA,,3,5.2
SSB,SHAKURBASTI,Delhi NCT,MGLP,MANGOLPURI,Delhi NCT,54,3.9
NRVR,NARAINA VIHAR,Delhi NCT,DLPI,INDRAPURI,Delhi NCT,14,1.1
DLPI,INDRAPURI,Delhi NCT,BRSQ,BRAR SQUARE,Delhi NCT,14,1.7
BRSQ,BRAR SQUARE,Delhi NCT,SDPR,SARDAR PATEL ROAD,Delhi NCT,14,3.2
SDPR,SARDAR PATEL ROAD,Delhi NCT,CNKP,CHANAKYAPURI,Delhi NCT,14,0.6
CNKP,CHANAKYAPURI,Delhi NCT,DSJ,DELHI SAFDARJUNG,Delhi NCT,14,1.8
DSJ,DELHI SAFDARJUNG,Delhi NCT,SOJ,SAROJINI NAGAR,Delhi NCT,16,0.9
SOJ,SAROJINI NAGAR,Delhi NCT,LDCY,LODI COLONY,Delhi NCT,16,2.0
LDCY,LODI COLONY,Delhi NCT,SWNR,SEWA NAGAR,Delhi NCT,16,1.1
SWNR,SEWA NAGAR,Delhi NCT,LPNR,LAJPAT NAGAR,Delhi NCT,16,1.6
ADE,ADARI ROAD,Gujarat,VRL,VERAVAL,Gujarat,13,9.2
ADE,ADARI ROAD,Gujarat,CVR,CHORVAD ROAD,Gujarat,21,8.7
VRL,VERAVAL,Gujarat,SVB,Savni,Gujarat,4,13.8
VRL,VERAVAL,Gujarat,SMNH,SOMNATH,Gujarat,4,4.3
CVR,CHORVAD ROAD,Gujarat,MLHA,MALIYA HATINA,Gujarat,21,11.6
MLHA,MALIYA HATINA,Gujarat,KSD,KESHOD,Gujarat,21,16.1
KSD,KESHOD,Gujarat,BDDR,BADODAR,Gujarat,21,8.4
BDDR,BADODAR,Gujarat,LAL,LUSHALA,Gujarat,21,4.7
LAL,LUSHALA,Gujarat,BNTH,BANDHNATH,Gujarat,21,5.7
BNTH,BANDHNATH,Gujarat,SHH,SHAPUR JN,Gujarat,21,5.1
SHH,SHAPUR JN,Gujarat,JND,JUNAGADH JN,Gujarat,21,10.7
JND,JUNAGADH JN,Gujarat,VAL,VADAL,Gujarat,21,9.7
JND,JUNAGADH JN,Gujarat,TORA,Torniya,Gujarat,2,9.8
VAL,VADAL,Gujarat,CKE,CHOKI SORATH,Gujarat,21,6.3
CKE,CHOKI SORATH,Gujarat,JLR,JETALSAR JN,Gujarat,21,9.3
JLR,JETALSAR JN,Gujarat,DJI,DHORAJI,Gujarat,6,13.4
JLR,JETALSAR JN,Gujarat,NUD,NAVAGADH,Gujarat,23,5.9
JLR,JETALSAR JN,Gujarat,JTP,Jetpur,Gujarat,2,4.3
DJI,DHORAJI,Gujarat,SPD,SUPEDI,Gujarat,6,8.1
SPD,SUPEDI,Gujarat,UA,UPLETA,Gujarat,6,9.8
UA,UPLETA,Gujarat,BHY,BHAYAVADAR,Gujarat,6,12.2
BHY,BHAYAVADAR,Gujarat,PLM,PANELI MOTI,Gujarat,6,9.1
PLM,PANELI MOTI,Gujarat,JDH,JAM JODHPUR JN,Gujarat,6,13.0
JDH,JAM JODHPUR JN,Gujarat,WAB,BALWA,Gujarat,6,7.4
WAB,BALWA,Gujarat,KTLA,KATKOLA JN,Gujarat,6,9.3
NUPR,NURPUR ROAD,Punjab,PTK,PATHANKOT,Punjab,6,19.6
NUPR,NURPUR ROAD,Punjab,TLRA,TALARA,Himachal Pradesh,14,6.7
NUPR,NURPUR ROAD,Punjab,KAWL,KANDWAL HALT,Himachal Pradesh,3,7.8
NUPR,NURPUR ROAD,Punjab,DLSR,DALHOGI ROAD,,1,9.6
PTK,PATHANKOT,Punjab,DLSR,DALHOGI ROAD,,1,10.2
TLRA,TALARA,Himachal Pradesh,BLDL,BALLE-DA-PIR-LA,Himachal Pradesh,12,3.7
TLRA,TALARA,Himachal Pradesh,BRMR,BHARMAR,Himachal Pradesh,2,9.3
BLDL,BALLE-DA-PIR-LA,Himachal Pradesh,BRMR,BHARMAR,Himachal Pradesh,12,5.7
BRMR,BHARMAR,Himachal Pradesh,JWLS,JAWAN WALA SHEHAR,Himachal Pradesh,14,5.5
JWLS,JAWAN WALA SHEHAR,Himachal Pradesh,HRDR,HARSAR DEHRI,Himachal Pradesh,14,5.2
HRDR,HARSAR DEHRI,Himachal Pradesh,MGRP,MEGH RAJ PURA,Himachal Pradesh,12,4.2
HRDR,HARSAR DEHRI,Himachal Pradesh,NGRS,NAGROTA SURIYAM,Himachal Pradesh,2,7.7
MGRP,MEGH RAJ PURA,Himachal Pradesh,NGRS,NAGROTA SURIYAM,Himachal Pradesh,12,3.6
NGRS,NAGROTA SURIYAM,Himachal Pradesh,BRHL,BARYAL HIMACHAL,Himachal Pradesh,13,3.1
NGRS,NAGROTA SURIYAM,Himachal Pradesh,NDBT,NANDPUR BHATAULI,Himachal Pradesh,1,4.9
BRHL,BARYAL HIMACHAL,Himachal Pradesh,NDBT,NANDPUR BHATAULI,Himachal Pradesh,13,2.0
NDBT,NANDPUR BHATAULI,Himachal Pradesh,GULR,GULER,Himachal Pradesh,14,3.5
GULR,GULER,Himachal Pradesh,LNS,LUNSU HALT,Himachal Pradesh,12,3.1
GULR,GULER,Himachal Pradesh,TRPL,TRIPAL HALT,Himachal Pradesh,1,5.0
GULR,GULER,Himachal Pradesh,JMKR,JAWLMUKHI ROAD,Himachal Pradesh,1,7.2
LNS,LUNSU HALT,Himachal Pradesh,TRPL,TRIPAL HALT,Himachal Pradesh,12,2.8
TRPL,TRIPAL HALT,Himachal Pradesh,JMKR,JAWLMUKHI ROAD,Himachal Pradesh,12,2.3
JMKR,JAWLMUKHI ROAD,Himachal Pradesh,KPLR,KOPARLAHAR,Himachal Pradesh,12,4.6
KPLR,KOPARLAHAR,Himachal Pradesh,KGRA,KANGRA,Himachal Pradesh,12,3.9
KGRA,KANGRA,Himachal Pradesh,KGMR,KANGRA MANDIR,Himachal Pradesh,12,1.7
KGMR,KANGRA MANDIR,Himachal Pradesh,SMLT,SAMLOTI,Himachal Pradesh,11,8.0
KGMR,KANGRA MANDIR,Himachal Pradesh,NGRT,NAGROTA,Himachal Pradesh,1,10.7
SMLT,SAMLOTI,Himachal Pradesh,NGRT,NAGROTA,Himachal Pradesh,11,2.8
NGRT,NAGROTA,Himachal Pradesh,CMMG,CHAMUNDA MARG,Himachal Pradesh,11,3.0
NGRT,NAGROTA,Himachal Pradesh,PRAR,PAROR,Himachal Pradesh,1,7.4
CMMG,CHAMUNDA MARG,Himachal Pradesh,PRAR,PAROR,Himachal Pradesh,11,5.0
PRAR,PAROR,Himachal Pradesh,SLHP,SULAH HIMACHAL PRADESH,Himachal Pradesh,10,1.8
PRAR,PAROR,Himachal Pradesh,PLMX,PALAMPUR HIMACHAL,Himachal Pradesh,2,7.6
SLHP,SULAH HIMACHAL PRADESH,Himachal Pradesh,PLMX,PALAMPUR HIMACHAL,Himachal Pradesh,10,6.1
PLMX,PALAMPUR HIMACHAL,Himachal Pradesh,PHRH,PANCH RUKHI,Himachal Pradesh,5,2.7
PLMX,PALAMPUR HIMACHAL,Himachal Pradesh,PTRJ,PATTI RAJPURA HALT,Himachal Pradesh,7,0.0
PHRH,PANCH RUKHI,Himachal Pradesh,MNHL,MAJHAIRAN HIMACHAL,Himachal Pradesh,9,3.8
PHRH,PANCH RUKHI,Himachal Pradesh,PTRJ,PATTI RAJPURA HALT,Himachal Pradesh,6,2.7
PHRH,PANCH RUKHI,Himachal Pradesh,BJPL,BAIJNATH PAPROLA,Himachal Pradesh,1,6.4
MNHL,MAJHAIRAN HIMACHAL,Himachal Pradesh,BJPL,BAIJNATH PAPROLA,Himachal Pradesh,7,2.8
MNHL,MAJHAIRAN HIMACHAL,Himachal Pradesh,PTRJ,PATTI RAJPURA HALT,Himachal Pradesh,1,6.4
MUV,MANDUADIH,Uttar Pradesh,BHLP,BHULANPUR,Uttar Pradesh,35,2.0
BHLP,BHULANPUR,Uttar Pradesh,HDT,HARDATTPUR,Uttar Pradesh,38,5.2
HDT,HARDATTPUR,Uttar Pradesh,NTU,NIGATPUR,Uttar Pradesh,32,15.3
HDT,HARDATTPUR,Uttar Pradesh,RTB,RAJA TALAB,Uttar Pradesh,6,5.9
NTU,NIGATPUR,Uttar Pradesh,KWH,KACHHWA ROAD,Uttar Pradesh,38,5.2
NTU,NIGATPUR,Uttar Pradesh,RTB,RAJA TALAB,Uttar Pradesh,6,9.4
KWH,KACHHWA ROAD,Uttar Pradesh,KFK,KATKA,Uttar Pradesh,38,7.3
KFK,KATKA,Uttar Pradesh,MBS,MADHOSINGH,Uttar Pradesh,38,8.2
MBS,MADHOSINGH,Uttar Pradesh,AHM,AHIMANPUR,Uttar Pradesh,38,4.1
AHM,AHIMANPUR,Uttar Pradesh,ALMW,ALMAW,Uttar Pradesh,38,2.3
ALMW,ALMAW,Uttar Pradesh,SJGH,SARAI JAGDISH,Uttar Pradesh,38,13.3
SJGH,SARAI JAGDISH,Uttar Pradesh,JGG,JANGIGANJ,Uttar Pradesh,38,1.6
JGG,JANGIGANJ,Uttar Pradesh,GYN,GYANPUR ROAD,Uttar Pradesh,50,8.2
GYN,GYANPUR ROAD,Uttar Pradesh,ATRR,ATRAURA,Uttar Pradesh,38,12.1
ATRR,ATRAURA,Uttar Pradesh,BYH,BHITI,Uttar Pradesh,38,5.6
BYH,BHITI,Uttar Pradesh,HDK,HANDIA KHAS,Uttar Pradesh,38,7.7
HDK,HANDIA KHAS,Uttar Pradesh,SDC,SAIDABAD,Uttar Pradesh,38,7.4
SDC,SAIDABAD,Uttar Pradesh,RTR,RAMNATHPUR,Uttar Pradesh,38,10.9
RTR,RAMNATHPUR,Uttar Pradesh,JI,JHUSI,Uttar Pradesh,38,10.4
JI,JHUSI,Uttar Pradesh,DRGJ,DARAGANJ,Uttar Pradesh,38,3.9
DRGJ,DARAGANJ,Uttar Pradesh,ALY,ALLAHABAD CITY,Uttar Pradesh,34,5.0
CIT,CHITALI,,BAP,BELAPUR,,63,8.9
BAP,BELAPUR,,NPW,NIPANI VADGAON,,63,5.7
NPW,NIPANI VADGAON,,PDGN,PADHEGAON,,63,5.8
PDGN,PADHEGAON,,TKMY,TAKLIMIYA,,63,9.3
TKMY,TAKLIMIYA,,RRI,RAHURI,,63,4.7
RRI,RAHURI,,VBR,VAMBORI,,63,12.6
VBR,VAMBORI,,VL,VILAD,,63,11.2
VL,VILAD,,ANG,AHMADNAGAR,,63,14.5
ANG,AHMADNAGAR,,AKR,AKOLNER,,63,11.5
AKR,AKOLNER,,SRL,SAROLA,,63,4.7
SRL,SAROLA,,RNJD,RANJANGAON RD,,63,9.9
RNJD,RANJANGAON RD,,VPR,VISAPUR,,63,5.3
VPR,VISAPUR,,BWD,BELVANDI,,63,12.7
BWD,BELVANDI,,SGND,SHRIGONDA ROAD,,63,12.7
SGND,SHRIGONDA ROAD,,KSTH,KASHTI,,62,9.2
PIZ,PINGLI,Maharashtra,MQL,MIRKHAL,Maharashtra,48,6.2
GDQ,GODAMGURA,,MWY,MAILARAM,,41,6.2
MWY,MAILARAM,,DRR,DHARUR,,41,5.5
DRR,DHARUR,,RMY,RUKMAPUR,,41,9.0
RMY,RUKMAPUR,,TDU,TANDUR,,40,9.9
TDU,TANDUR,,MVH,MANTATTI,,39,8.4
MVH,MANTATTI,,NAW,NAWANDGI,,39,8.7
NAW,NAWANDGI,,KQT,KURGUNTA,,39,7.8
KQT,KURGUNTA,,SEM,SERAM,,39,8.2
SEM,SERAM,,MQR,MALKHAID ROAD,,39,12.2
MQR,MALKHAID ROAD,,CT,CHITTAPUR,,39,9.4
CT,CHITTAPUR,,SUH,SULEHALLI,,29,6.0
NGM,NAGASAMUDRAM,,MKJ,MAKKAJIPALLI,,41,14.0
KDGH,KODIGEHALLI,,LOGH,LOTTEGOLLAHALLI,,41,2.7
LOGH,LOTTEGOLLAHALLI,,HEB,HEBBAL,,34,2.6
KLQ,Kilikollur,Kerala,QLN,KOLLAM JN,,4,5.3
KLQ,Kilikollur,Kerala,CTPE,Chandanattop Halt,Kerala,8,2.1
QLN,KOLLAM JN,,PRND,PERINAD,,106,7.3
QLN,KOLLAM JN,,IRP,IRAVIPURAM,,100,3.6
CTPE,Chandanattop Halt,Kerala,KUV,Kundara,Kerala,8,4.8
KUV,Kundara,Kerala,KFV,Kundara East,Kerala,8,1.7
KFV,Kundara East,Kerala,EKN,Ezhukone,Kerala,8,2.8
EKN,Ezhukone,Kerala,KKZ,Kottarakara,Kerala,8,6.1
KKZ,Kottarakara,Kerala,AVS,Auvaneeswaram,Kerala,8,10.4
AVS,Auvaneeswaram,Kerala,PUU,Punalur,Tamil Nadu,4,7.1
TPT,TIRUPATTUR JN,,KEY,KAGANKARAI,,124,11.0
KEY,KAGANKARAI,,KNNT,KUNNATHUR,,124,5.9
KNNT,KUNNATHUR,,SLY,SAMALPATTI,,124,5.6
SLY,SAMALPATTI,,DST,DASAMPATTI,,124,8.4
DST,DASAMPATTI,,DPI,DODDAMPATTI,,124,7.9
DPI,DODDAMPATTI,,MAP,MORAPPUR,,124,7.1
MAP,MORAPPUR,,TNGR,THONGANUR,,124,6.0
TNGR,THONGANUR,,BDY,BUDDIREDDIPPATI,,124,6.5
BDY,BUDDIREDDIPPATI,,BQI,BOMMIDI,,124,9.8
