station_a,name_a,state_a,station_b,name_b,state_b,num_trains,distance_km
BQI,BOMMIDI,,LCR,LOKUR,,124,10.1
LCR,LOKUR,,DSPT,DANISHPET,,124,8.6
DSPT,DANISHPET,,TNT,TINNAPPATTI,,124,6.7
TNT,TINNAPPATTI,,KPPR,KARUPPUR,,124,9.9
MCPT,Chintadripet,Tamil Nadu,MCPK,Chepauk,Tamil Nadu,73,1.6
MCPK,Chepauk,Tamil Nadu,MTCN,Triplicane,Tamil Nadu,73,0.7
MTCN,Triplicane,Tamil Nadu,MLHS,Light House,Tamil Nadu,73,1.2
MLHS,Light House,Tamil Nadu,MTMY,Thirumayilai,Tamil Nadu,73,1.5
MTMY,Thirumayilai,Tamil Nadu,MNDY,Mandaveli,Tamil Nadu,73,1.1
MNDY,Mandaveli,Tamil Nadu,GWYR,Greenways Road,Tamil Nadu,73,1.3
GWYR,Greenways Road,Tamil Nadu,KTPM,Kotturpuram,Tamil Nadu,73,0.8
KTPM,Kotturpuram,Tamil Nadu,KTBR,Kasturba Nagar,Tamil Nadu,73,0.9
KTBR,Kasturba Nagar,Tamil Nadu,TYMR,Tiruvanmiyur,Tamil Nadu,73,1.8
TYMR,Tiruvanmiyur,Tamil Nadu,TRMN,Taramani,Tamil Nadu,73,1.7
TRMN,Taramani,Tamil Nadu,PRGD,Perungudi,Tamil Nadu,73,1.0
PRGD,Perungudi,Tamil Nadu,VLCY,Velachery,Tamil Nadu,3,1.6
TAY,TALAIYUTHU,Tamil Nadu,TEN,TIRUNELVELI,Tamil Nadu,36,5.8
TAY,TALAIYUTHU,Tamil Nadu,GDN,GANGAIKONDAN,Tamil Nadu,42,8.1
TEN,TIRUNELVELI,Tamil Nadu,MP,MELAPPALAIYAM,Tamil Nadu,31,3.4
TEN,TIRUNELVELI,Tamil Nadu,PCO,Palayankottai,Tamil Nadu,7,4.4
GDN,GANGAIKONDAN,Tamil Nadu,NRK,NARAIKKINAR,Tamil Nadu,42,7.1
NRK,NARAIKKINAR,Tamil Nadu,MEJ,VANCHIMANIYACHI,Tamil Nadu,42,5.8
MEJ,VANCHIMANIYACHI,Tamil Nadu,IVL,ILAVELANGAL,Tamil Nadu,44,6.5
MEJ,VANCHIMANIYACHI,Tamil Nadu,PYM,PANDIYAPURAM,Tamil Nadu,10,9.4
IVL,ILAVELANGAL,Tamil Nadu,KDU,KADAMBUR,Tamil Nadu,44,7.2
KDU,KADAMBUR,Tamil Nadu,CVP,KOVILPATTI,Tamil Nadu,44,20.1
CVP,KOVILPATTI,Tamil Nadu,SRT,SATUR,Tamil Nadu,44,20.2
SRT,SATUR,Tamil Nadu,TY,TULUKAPATI,Tamil Nadu,44,12.3
TY,TULUKAPATI,Tamil Nadu,VPT,VIRUDUNAGAR JN,,44,14.5
VPT,VIRUDUNAGAR JN,,KGD,KALLIGUDI,,52,11.1
VPT,VIRUDUNAGAR JN,,TTL,TIRUTTANGAL,,8,20.8
KGD,KALLIGUDI,,SVK,SIVARAKOTTAI,,47,5.0
KGD,KALLIGUDI,,TMQ,TIRUMANGALAM,,5,14.5
SVK,SIVARAKOTTAI,,TMQ,TIRUMANGALAM,,47,9.6
TMQ,TIRUMANGALAM,,TDN,TIRUPARANKNDRM,,52,10.2
TDN,TIRUPARANKNDRM,,MDU,MADURAI JN,,48,6.6
MDU,MADURAI JN,,KON,KUDALNAGAR,,54,2.8
MDU,MADURAI JN,,MES,MADURAI EAST,Tamil Nadu,7,2.9
KON,KUDALNAGAR,,SER,SAMAYANALLUR,,62,9.0
KON,KUDALNAGAR,,SDN,SHOLAVANDAN,,2,17.9
SER,SAMAYANALLUR,,SDN,SHOLAVANDAN,,62,8.9
SDN,SHOLAVANDAN,,KYR,KARUPPATTI,,62,3.1
SDN,SHOLAVANDAN,,KQN,KODAIKANAL ROAD,,2,18.5
KYR,KARUPPATTI,,VDP,VADIPPATTI,,62,4.6
VDP,VADIPPATTI,,KQN,KODAIKANAL ROAD,,62,11.1
KQN,KODAIKANAL ROAD,,ABI,AMBATURAI,,64,10.4
ABI,AMBATURAI,,VO,VELLODU,,62,5.9
ABI,AMBATURAI,,DG,DINDIGUL JN,,2,11.3
VO,VELLODU,,DG,DINDIGUL JN,,56,5.5
VO,VELLODU,,TMP,TAMARAIPADI,,4,13.9
DG,DINDIGUL JN,,EDU,ERIODU,Tamil Nadu,18,19.6
DG,DINDIGUL JN,,CII,CHETTIYAPATTI,,35,48.4
DG,DINDIGUL JN,,KFC,KALPATTICHATRAM,,2,32.8
DG,DINDIGUL JN,,TMP,TAMARAIPADI,,2,8.4
DG,DINDIGUL JN,,VDM,VADAMADURA,,2,15.7
EDU,ERIODU,Tamil Nadu,PALM,PALAIYAM,Tamil Nadu,18,23.9
PALM,PALAIYAM,Tamil Nadu,VEI,VELLIYANI,Tamil Nadu,18,13.7
KEA,KATRA,,NGB,NAWABGANJ GONDA,,18,41.3
NGB,NAWABGANJ GONDA,,TRE,TIKRI,,18,10.2
JEA,Nakaha Jungle,Uttar Pradesh,MIM,Maniram,Uttar Pradesh,11,4.3
MIM,Maniram,Uttar Pradesh,JKI,Kauriaa Jungle,Uttar Pradesh,11,6.4
JKI,Kauriaa Jungle,Uttar Pradesh,PJ,Peppeganj,Uttar Pradesh,11,5.5
PJ,Peppeganj,Uttar Pradesh,RJ,Rawat Ganj,Uttar Pradesh,11,3.1
RJ,Rawat Ganj,Uttar Pradesh,RCRA,Ramchaura,Uttar Pradesh,11,4.8
RCRA,Ramchaura,Uttar Pradesh,CM,Campierganj,Uttar Pradesh,11,6.7
CM,Campierganj,Uttar Pradesh,ANDN,Anand Nagar,Uttar Pradesh,7,5.1
CM,Campierganj,Uttar Pradesh,LPW,Loharpurwa,Uttar Pradesh,4,2.8
ANDN,Anand Nagar,Uttar Pradesh,LVR,Lokvidyapith Nagar,Uttar Pradesh,11,6.7
ANDN,Anand Nagar,Uttar Pradesh,LPW,Loharpurwa,Uttar Pradesh,4,2.4
ANDN,Anand Nagar,Uttar Pradesh,LER,Lehra,Uttar Pradesh,5,7.3
LVR,Lokvidyapith Nagar,Uttar Pradesh,PDPR,Purandarpur,Uttar Pradesh,11,7.4
PDPR,Purandarpur,Uttar Pradesh,LIR,Lachmipur,,11,5.8
LIR,Lachmipur,,BHGP,Bhagirathpur,Uttar Pradesh,11,8.1
BHGP,Bhagirathpur,Uttar Pradesh,NTV,Nautanwa,Uttar Pradesh,6,11.6
CLR,CASTLE ROCK,Karnataka,TGT,TINAI GHAT,Karnataka,18,9.4
CLR,CASTLE ROCK,Karnataka,DWF,DUDH SAGAR WATER FALLS,Karnataka,17,9.7
CAPE,KANYAKUMARI,Tamil Nadu,SUCH,SUCHINDRAM,Tamil Nadu,11,10.8
SUCH,SUCHINDRAM,Tamil Nadu,NCJ,NAGERCOIL JN,Tamil Nadu,20,3.7
NCJ,NAGERCOIL JN,Tamil Nadu,THX,TOVALAI,Tamil Nadu,26,9.2
NCJ,NAGERCOIL JN,Tamil Nadu,NJT,NAGERCOIL TOWN,Tamil Nadu,27,3.9
THX,TOVALAI,Tamil Nadu,AAY,ARALVAYMOZHI,Tamil Nadu,34,3.5
